Run,Representative_Index,Task_Count,Profit,Load,Attitude,Quality,Task_Order,Task_ID,Window_Index,Satellite_Index,Actual_Start,Actual_End,Duration_Seconds
1,5,200,1420.0,4.732863826479693,5152.784342011652,,1,19,0,1,2013-04-20T00:09:47.733,2013-04-20T00:10:10.733,23.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,2,94,0,5,2013-04-20T00:21:23.794,2013-04-20T00:21:44.794,21.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,3,116,0,1,2013-04-20T00:28:45.111,2013-04-20T00:29:04.111,19.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,4,8,0,4,2013-04-20T00:35:19.840,2013-04-20T00:35:42.840,23.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,5,105,0,5,2013-04-20T00:49:21.452,2013-04-20T00:49:41.452,20.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,6,190,0,3,2013-04-20T00:51:33.725,2013-04-20T00:51:57.725,24.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,7,138,0,2,2013-04-20T00:59:20.924,2013-04-20T00:59:44.924,24.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,8,166,0,1,2013-04-20T01:13:31.398,2013-04-20T01:13:58.398,27.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,9,96,0,1,2013-04-20T01:14:23.045,2013-04-20T01:14:44.045,21.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,10,152,0,2,2013-04-20T01:19:03.791,2013-04-20T01:19:21.791,18.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,11,13,0,1,2013-04-20T01:19:49.990,2013-04-20T01:20:12.990,23.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,12,104,0,1,2013-04-20T01:21:43.701,2013-04-20T01:22:09.701,26.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,13,132,0,4,2013-04-20T01:34:16.565,2013-04-20T01:34:37.565,21.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,14,85,0,5,2013-04-20T01:35:25.757,2013-04-20T01:35:53.757,28.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,15,35,0,1,2013-04-20T01:49:44.666,2013-04-20T01:50:01.666,17.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,16,121,0,5,2013-04-20T01:56:51.795,2013-04-20T01:57:13.795,22.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,17,189,0,1,2013-04-20T02:04:20.692,2013-04-20T02:04:43.692,23.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,18,7,0,1,2013-04-20T02:10:42.972,2013-04-20T02:10:59.972,17.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,19,52,0,4,2013-04-20T02:15:23.285,2013-04-20T02:15:43.285,20.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,20,101,0,3,2013-04-20T02:20:56.234,2013-04-20T02:21:13.234,17.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,21,134,0,4,2013-04-20T02:34:09.612,2013-04-20T02:34:36.612,27.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,22,65,0,3,2013-04-20T02:43:37.672,2013-04-20T02:43:59.672,22.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,23,120,0,5,2013-04-20T02:43:41.332,2013-04-20T02:44:03.332,22.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,24,99,0,1,2013-04-20T02:55:15.848,2013-04-20T02:55:44.848,29.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,25,198,0,3,2013-04-20T03:05:41.698,2013-04-20T03:05:59.698,18.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,26,171,0,4,2013-04-20T03:10:33.171,2013-04-20T03:10:59.171,26.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,27,66,0,5,2013-04-20T03:13:02.600,2013-04-20T03:13:31.600,29.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,28,100,1,1,2013-04-20T03:16:59.160,2013-04-20T03:17:22.160,23.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,29,147,0,2,2013-04-20T03:20:31.871,2013-04-20T03:21:00.871,29.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,30,57,0,4,2013-04-20T03:25:00.501,2013-04-20T03:25:28.501,28.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,31,109,0,2,2013-04-20T03:33:37.830,2013-04-20T03:34:00.830,23.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,32,91,0,5,2013-04-20T03:40:21.428,2013-04-20T03:40:40.428,19.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,33,167,0,4,2013-04-20T03:44:24.487,2013-04-20T03:44:42.487,18.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,34,32,0,3,2013-04-20T03:51:20.101,2013-04-20T03:51:37.101,17.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,35,157,0,2,2013-04-20T04:03:16.733,2013-04-20T04:03:32.733,16.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,36,11,0,4,2013-04-20T04:08:31.293,2013-04-20T04:08:56.293,25.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,37,124,0,3,2013-04-20T04:10:14.950,2013-04-20T04:10:31.950,17.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,38,50,0,4,2013-04-20T04:11:09.667,2013-04-20T04:11:34.667,25.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,39,188,0,3,2013-04-20T04:19:32.273,2013-04-20T04:19:48.273,16.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,40,56,0,4,2013-04-20T04:26:10.955,2013-04-20T04:26:26.955,16.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,41,29,0,5,2013-04-20T04:31:23.499,2013-04-20T04:31:46.499,23.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,42,49,0,1,2013-04-20T04:33:37.980,2013-04-20T04:33:58.980,21.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,43,117,0,5,2013-04-20T04:44:57.182,2013-04-20T04:45:15.182,18.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,44,164,0,2,2013-04-20T04:49:40.960,2013-04-20T04:50:01.960,21.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,45,90,0,3,2013-04-20T04:55:36.775,2013-04-20T04:55:53.775,17.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,46,97,0,4,2013-04-20T04:57:15.284,2013-04-20T04:57:30.284,15.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,47,62,0,2,2013-04-20T05:12:58.076,2013-04-20T05:13:23.076,25.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,48,15,1,2,2013-04-20T05:16:26.603,2013-04-20T05:16:50.603,24.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,49,70,0,5,2013-04-20T05:24:43.521,2013-04-20T05:25:07.521,24.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,50,60,0,4,2013-04-20T05:25:19.569,2013-04-20T05:25:39.569,20.0
1,5,200,1420.0,4.732863826479693,5152.784342011652,,51,128,0,5,2013-04-20T05:33:41.124,2013-04-20T05:34:00.124,19.0
