Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,MOPSO,mopso,world_s5_t200,mopso,8,1420.0,0.0,4297.290809033343,,1420.0,0.6324555320336759,4529.839351166667,,200,1,8,8,1.0,303.94561900000554,,,,,,,,,1309,4682,{}
2,comparison,MOPSO,mopso,world_s5_t200,mopso,14,1420.0,0.0,4223.119072133331,,1420.0,1.0954451150103321,4419.917574800004,,200,1,14,14,1.0,318.2670597999968,,,,,,,,,1309,4682,{}
3,comparison,MOPSO,mopso,world_s5_t200,mopso,13,1420.0,0.0,4322.405743466657,,1420.0,0.0,6323.963625733332,,200,0,13,13,1.0,318.26678040000843,,,,,,,,,1309,4682,{}
4,comparison,MOPSO,mopso,world_s5_t200,mopso,25,1420.0,0.0,4291.403678466658,,1420.0,1.7888543819998317,4580.649396833329,,200,2,25,25,1.0,251.13795659999596,,,,,,,,,1309,4682,{}
5,comparison,MOPSO,mopso,world_s5_t200,mopso,9,1420.0,0.0,4262.934401133324,,1420.0,1.2649110640673518,4262.934401133324,,200,0,9,9,1.0,239.7380938999995,,,,,,,,,1309,4682,{}
6,comparison,MOPSO,mopso,world_s5_t200,mopso,16,1420.0,0.0,4261.348831966662,,1420.0,0.0,4681.745947533332,,200,4,16,16,1.0,304.6600971000007,,,,,,,,,1309,4682,{}
7,comparison,MOPSO,mopso,world_s5_t200,mopso,13,1420.0,0.0,4169.432560066656,,1420.0,1.6733200530681511,4321.743657866664,,200,1,13,13,1.0,333.1310938999959,,,,,,,,,1309,4682,{}
8,comparison,MOPSO,mopso,world_s5_t200,mopso,15,1420.0,0.0,4371.7459821949005,,1420.0,0.0,5196.99160123333,,200,0,15,15,1.0,333.5619471999962,,,,,,,,,1309,4682,{}
9,comparison,MOPSO,mopso,world_s5_t200,mopso,11,1420.0,0.0,4379.631895333329,,1420.0,1.0954451150103321,4603.604757099999,,200,2,11,11,1.0,209.31807240001217,,,,,,,,,1309,4682,{}
10,comparison,MOPSO,mopso,world_s5_t200,mopso,10,1420.0,0.0,4445.934362433324,,1420.0,1.0954451150103321,4640.454915399986,,200,2,10,10,1.0,128.43389329999627,,,,,,,,,1309,4682,{}
Average,comparison,MOPSO,mopso,world_s5_t200,mopso,13.4,1420.0,0.0,4302.5247336228185,,1420.0,0.8645876376200007,4756.184522879997,,200.0,,13.4,13.4,1.0,274.04606136000075,,,,,,,,,1309.0,4682.0,{}
Std,comparison,MOPSO,mopso,world_s5_t200,mopso,4.586937976471886,0.0,0.0,76.89693017644734,,0.0,0.6422524557171162,576.334273624642,,0.0,,4.586937976471886,4.586937976471886,0.0,63.14252695390508,,,,,,,,,0.0,0.0,{}
