Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,SPEA2,spea2,area_s5_t700,spea2,56,3092.0,0.0,9644.159809200013,,3092.0,0.8,10074.859297300036,,438,8,56,56,0.6257142857142857,1398.9312722000031,,,,,,,,,4724,57168,{}
2,comparison,SPEA2,spea2,area_s5_t700,spea2,32,3078.0,0.0,9589.825137766671,,3078.0,1.3266499161421599,10305.503557233324,,439,24,32,32,0.6271428571428571,1574.2197532999999,,,,,,,,,4724,57168,{}
3,comparison,SPEA2,spea2,area_s5_t700,spea2,32,3136.0,0.4,10088.127975800018,,3136.0,1.624807680927192,10331.946556000024,,443,7,32,32,0.6328571428571429,1363.3889541000026,,,,,,,,,4724,57168,{}
4,comparison,SPEA2,spea2,area_s5_t700,spea2,100,3106.0,0.0,9353.985338833363,,3106.0,2.039607805437114,10276.616921233333,,441,3,100,100,0.63,1774.5620017,,,,,,,,,4724,57168,{}
5,comparison,SPEA2,spea2,area_s5_t700,spea2,33,3075.0,0.0,10109.14680733333,,3075.0,2.4166091947189146,10585.86931109998,,438,25,33,33,0.6257142857142857,1408.0640606999987,,,,,,,,,4724,57168,{}
6,comparison,SPEA2,spea2,area_s5_t700,spea2,14,3107.0,0.0,9402.545535641202,,3107.0,2.6532998322843198,10664.90588926666,,442,10,14,14,0.6314285714285715,1177.0180991999987,,,,,,,,,4724,57168,{}
7,comparison,SPEA2,spea2,area_s5_t700,spea2,29,3108.0,0.0,9685.360920333373,,3108.0,1.019803902718557,10503.402150200045,,442,22,29,29,0.6314285714285715,1358.3354226999982,,,,,,,,,4724,57168,{}
8,comparison,SPEA2,spea2,area_s5_t700,spea2,28,3067.0,0.0,9870.427868200008,,3067.0,0.8,10576.01753399998,,438,14,28,28,0.6257142857142857,1224.274097100002,,,,,,,,,4724,57168,{}
9,comparison,SPEA2,spea2,area_s5_t700,spea2,31,3142.0,0.0,9735.15148743336,,3142.0,1.16619037896906,9946.497714233354,,444,9,31,31,0.6342857142857142,859.1940127000016,,,,,,,,,4724,57168,{}
10,comparison,SPEA2,spea2,area_s5_t700,spea2,24,3088.0,0.0,9504.40803180003,,3088.0,1.4696938456699067,10406.893975488902,,439,16,24,24,0.6271428571428571,685.3648547000012,,,,,,,,,4724,57168,{}
Average,comparison,SPEA2,spea2,area_s5_t700,spea2,37.9,3099.9,0.04,9698.313891234136,,3099.9,1.5316662556867224,10367.251290605564,,440.4,,37.9,37.9,0.6291428571428571,1282.3352528400005,,,,,,,,,4724.0,57168.0,{}
Std,comparison,SPEA2,spea2,area_s5_t700,spea2,22.949727667229517,23.69578021505095,0.12000000000000001,247.02828648025886,,23.69578021505095,0.6180602569253388,218.14776825719562,,2.1540659228538015,,22.949727667229517,22.949727667229517,0.0030772370326483064,303.1693904543463,,,,,,,,,0.0,0.0,{}
