Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,NSGA-II,nsga2,area_s5_t1000,nsga2,100,3836.0,0.0,9756.278664580264,,3836.0,2.2271057451320084,11047.224512780278,,541,92,100,100,0.541,1644.464080800004,,,,,,,,,6716,106961,{}
2,comparison,NSGA-II,nsga2,area_s5_t1000,nsga2,100,3615.0,0.0,7099.345863000009,,3615.0,3.9698866482558417,11536.823015250919,,516,16,100,100,0.516,1715.2796234999987,,,,,,,,,6716,106961,{}
3,comparison,NSGA-II,nsga2,area_s5_t1000,nsga2,100,3635.0,0.4,6640.071224533351,,3635.0,1.8547236990991407,12690.059957317637,,518,45,100,100,0.518,1784.8741883999974,,,,,,,,,6716,106961,{}
4,comparison,NSGA-II,nsga2,area_s5_t1000,nsga2,100,3846.0,0.0,9988.837390766686,,3846.0,1.019803902718557,11022.013036299999,,537,86,100,100,0.537,1789.1650688000009,,,,,,,,,6716,106961,{}
5,comparison,NSGA-II,nsga2,area_s5_t1000,nsga2,100,3767.0,0.0,8835.367220700007,,3767.0,1.3564659966250536,12459.038179550931,,532,40,100,100,0.532,1663.0256758999967,,,,,,,,,6716,106961,{}
6,comparison,NSGA-II,nsga2,area_s5_t1000,nsga2,100,3712.0,0.4,10150.935531074467,,3712.0,0.8,12034.496890118451,,522,61,100,100,0.522,1674.7653736000066,,,,,,,,,6716,106961,{}
7,comparison,NSGA-II,nsga2,area_s5_t1000,nsga2,100,3795.0,0.0,10270.54209631148,,3795.0,1.4966629547095764,11428.677714378984,,538,56,100,100,0.538,1822.4988303999999,,,,,,,,,6716,106961,{}
8,comparison,NSGA-II,nsga2,area_s5_t1000,nsga2,100,3882.0,0.0,10178.62911610083,,3882.0,2.925747767665559,11819.449477767526,,546,41,100,100,0.546,1846.3185871999958,,,,,,,,,6716,106961,{}
9,comparison,NSGA-II,nsga2,area_s5_t1000,nsga2,100,3732.0,0.0,8634.865802950955,,3732.0,1.8547236990991407,12503.279543841163,,527,17,100,100,0.527,939.7056996999963,,,,,,,,,6716,106961,{}
10,comparison,NSGA-II,nsga2,area_s5_t1000,nsga2,100,3700.0,0.0,8993.795662866647,,3700.0,2.3151673805580453,12394.39445173334,,524,54,100,100,0.524,876.0226068999982,,,,,,,,,6716,106961,{}
Average,comparison,NSGA-II,nsga2,area_s5_t1000,nsga2,100.0,3752.0,0.08,9054.866857288469,,3752.0,1.9820287793862923,11893.545677903923,,530.1,,100.0,100.0,0.5301,1575.6119735199995,,,,,,,,,6716.0,106961.0,{}
Std,comparison,NSGA-II,nsga2,area_s5_t1000,nsga2,0.0,84.8693112968404,0.16,1232.475756091979,,84.8693112968404,0.8941822620050592,584.9257286891192,,9.71030380575191,,0.0,0.0,0.009710303805751917,340.46337219747755,,,,,,,,,0.0,0.0,{}
