Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,CG-MOACO,cg_moaco,area_s5_t500,cg_moaco,68,3021.0,0.4,7981.563881599999,,3021.0,4.715930449020639,8854.942563400004,,418,36,68,68,0.836,10330.7603122,,,,,,,,,3419,33127,{}
2,comparison,CG-MOACO,cg_moaco,area_s5_t500,cg_moaco,72,3008.0,0.0,7920.622252466627,,3008.0,2.85657137141714,8569.237923066637,,416,34,72,72,0.832,10104.520938999995,,,,,,,,,3419,33127,{}
3,comparison,CG-MOACO,cg_moaco,area_s5_t500,cg_moaco,47,3018.0,0.4,7877.0121224333125,,3018.0,2.8,8479.649852499986,,417,46,47,47,0.834,9865.7892499,,,,,,,,,3419,33127,{}
4,comparison,CG-MOACO,cg_moaco,area_s5_t500,cg_moaco,46,3024.0,0.0,8073.840078466668,,3024.0,3.7202150475476548,8780.221336299997,,418,32,46,46,0.836,10828.2662978,,,,,,,,,3419,33127,{}
5,comparison,CG-MOACO,cg_moaco,area_s5_t500,cg_moaco,56,3022.0,0.0,8027.077748699985,,3022.0,1.5999999999999999,8736.814392899985,,419,9,56,56,0.838,17742.244363599995,,,,,,,,,3419,33127,{}
6,comparison,CG-MOACO,cg_moaco,area_s5_t500,cg_moaco,63,3033.0,0.0,8093.054919433311,,3033.0,1.7204650534085253,9165.07838770377,,419,22,63,63,0.838,12057.9994975,,,,,,,,,3419,33127,{}
7,comparison,CG-MOACO,cg_moaco,area_s5_t500,cg_moaco,67,3000.0,0.4,8076.717195333325,,3000.0,3.919183588453085,8986.204366633337,,414,5,67,67,0.83,11954.520542500002,,,,,,,,,3419,33127,{}
8,comparison,CG-MOACO,cg_moaco,area_s5_t500,cg_moaco,65,3044.0,0.0,8106.272477099994,,3044.0,2.4166091947189146,8912.123691766674,,422,6,65,65,0.844,17679.71576739999,,,,,,,,,3419,33127,{}
9,comparison,CG-MOACO,cg_moaco,area_s5_t500,cg_moaco,48,3013.0,0.0,7921.1792610999855,,3013.0,3.4409301068170506,8968.291057599996,,417,39,48,48,0.834,8926.233157299997,,,,,,,,,3419,33127,{}
10,comparison,CG-MOACO,cg_moaco,area_s5_t500,cg_moaco,54,3033.0,0.4,8298.249336766663,,3033.0,5.830951894845301,8865.470592799977,,420,3,54,54,0.84,8853.834289599996,,,,,,,,,3419,33127,{}
Average,comparison,CG-MOACO,cg_moaco,area_s5_t500,cg_moaco,58.6,3021.6,0.16,8037.558927339987,,3021.6,3.302085670622831,8831.803416467037,,418.0,,58.6,58.6,0.8361999999999999,11834.388441679997,,,,,,,,,3419.0,33127.0,{}
Std,comparison,CG-MOACO,cg_moaco,area_s5_t500,cg_moaco,9.123595782365635,12.273548794053006,0.19595917942265426,116.12472948034242,,12.273548794053006,1.2490917595866884,191.38896992414195,,2.0976176963403033,,9.123595782365635,9.123595782365635,0.0038418745424597125,3108.3294653451626,,,,,,,,,0.0,0.0,{}
