Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,MOACO,moaco,area_s5_t300,moaco,53,2070.0,0.0,5608.537924933337,,2070.0,2.0591260281974,6173.101772466677,,292,51,53,53,0.9733333333333334,4788.481106900001,,,,,,,,,2027,14744,{}
2,comparison,MOACO,moaco,area_s5_t300,moaco,95,2064.0,0.4,5531.377313633338,,2064.0,2.85657137141714,6402.723127899992,,291,69,95,95,0.97,5267.821364799998,,,,,,,,,2027,14744,{}
3,comparison,MOACO,moaco,area_s5_t300,moaco,74,2071.0,0.0,5533.587405633332,,2071.0,5.238320341483518,6666.688278950308,,292,0,74,74,0.9733333333333334,5245.6830434,,,,,,,,,2027,14744,{}
4,comparison,MOACO,moaco,area_s5_t300,moaco,58,2077.0,0.0,5575.223068166668,,2077.0,2.3323807579381204,6184.786521733325,,293,39,58,58,0.9766666666666667,7859.1496522,,,,,,,,,2027,14744,{}
5,comparison,MOACO,moaco,area_s5_t300,moaco,79,2072.0,0.0,5451.886191833329,,2072.0,4.127953488110059,6148.627271600001,,292,46,79,79,0.9733333333333334,4891.8977828000025,,,,,,,,,2027,14744,{}
6,comparison,MOACO,moaco,area_s5_t300,moaco,57,2072.0,0.0,5559.030730666678,,2072.0,3.8781438859330635,6114.541419399998,,292,56,57,57,0.9733333333333334,5543.126720799999,,,,,,,,,2027,14744,{}
7,comparison,MOACO,moaco,area_s5_t300,moaco,89,2072.0,0.0,5547.823223766681,,2072.0,1.3564659966250536,6226.892348433334,,292,6,89,89,0.9733333333333334,5520.298562,,,,,,,,,2027,14744,{}
8,comparison,MOACO,moaco,area_s5_t300,moaco,87,2066.0,0.0,5620.848598700008,,2066.0,2.7129319932501077,6792.330200866664,,291,24,87,87,0.97,6767.552184799999,,,,,,,,,2027,14744,{}
9,comparison,MOACO,moaco,area_s5_t300,moaco,62,2067.0,0.4,5532.682892999987,,2067.0,2.925747767665559,6433.97217520001,,291,11,62,62,0.97,4011.160936,,,,,,,,,2027,14744,{}
10,comparison,MOACO,moaco,area_s5_t300,moaco,76,2077.0,0.0,5571.245367366676,,2077.0,1.3564659966250538,6405.431130166684,,293,6,76,76,0.9766666666666667,3789.6333011999996,,,,,,,,,2027,14744,{}
Average,comparison,MOACO,moaco,area_s5_t300,moaco,73.0,2070.8,0.08,5553.224271770004,,2070.8,2.8844107627245075,6354.9094246716995,,291.9,,73.0,73.0,0.973,5368.48046549,,,,,,,,,2027.0,14744.0,{}
Std,comparison,MOACO,moaco,area_s5_t300,moaco,14.085453489327207,4.069397989875161,0.16,44.78670987177876,,4.069397989875161,1.1731046636507017,218.7111798315779,,0.7,,14.085453489327207,14.085453489327207,0.002333333333333352,1146.2199250785784,,,,,,,,,0.0,0.0,{}
