Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,NSGA-II,nsga2,world_s5_t400,nsga2,6,2774.0,0.4,9267.143225177779,,2774.0,0.7483314773547882,9433.551377466665,,394,0,6,6,0.985,548.1859917999973,,,,,,,,,2619,9728,{}
2,comparison,NSGA-II,nsga2,world_s5_t400,nsga2,4,2774.0,0.4,9215.994608333338,,2774.0,0.7483314773547882,9293.419752900005,,394,0,4,4,0.985,519.5778677999915,,,,,,,,,2619,9728,{}
3,comparison,NSGA-II,nsga2,world_s5_t400,nsga2,4,2774.0,0.4,9340.800939766661,,2774.0,0.7483314773547882,9363.794347833325,,394,0,4,4,0.985,510.7340891000058,,,,,,,,,2619,9728,{}
4,comparison,NSGA-II,nsga2,world_s5_t400,nsga2,2,2774.0,0.4,9991.123269393018,,2774.0,0.4,10009.901663393019,,394,0,2,2,0.985,518.992061500001,,,,,,,,,2619,9728,{}
5,comparison,NSGA-II,nsga2,world_s5_t400,nsga2,3,2774.0,0.4,9952.983262633332,,2774.0,0.7483314773547882,9963.355026499998,,394,0,3,3,0.985,477.2209997000027,,,,,,,,,2619,9728,{}
6,comparison,NSGA-II,nsga2,world_s5_t400,nsga2,5,2774.0,0.4,9536.140187933306,,2774.0,0.4,9576.094739366641,,394,0,5,5,0.985,497.9061617000116,,,,,,,,,2619,9728,{}
7,comparison,NSGA-II,nsga2,world_s5_t400,nsga2,3,2774.0,0.4,9748.600170533327,,2774.0,0.4,9856.287102366656,,394,0,3,3,0.985,488.08627759999945,,,,,,,,,2619,9728,{}
8,comparison,NSGA-II,nsga2,world_s5_t400,nsga2,13,2774.0,0.4,9646.85905043332,,2774.0,1.4696938456699067,9710.034660333316,,394,0,13,13,0.985,560.2048616999964,,,,,,,,,2619,9728,{}
9,comparison,NSGA-II,nsga2,world_s5_t400,nsga2,8,2774.0,0.4,9443.782099100003,,2774.0,0.4,9614.918643166666,,394,0,8,8,0.985,298.55241980000574,,,,,,,,,2619,9728,{}
10,comparison,NSGA-II,nsga2,world_s5_t400,nsga2,3,2774.0,0.4,10042.732431299994,,2774.0,0.4,10117.403656033324,,394,0,3,3,0.985,272.1285767000081,,,,,,,,,2619,9728,{}
Average,comparison,NSGA-II,nsga2,world_s5_t400,nsga2,5.1,2774.0,0.4,9618.615924460408,,2774.0,0.646301975508906,9693.876096935961,,394.0,,5.1,5.1,0.985,469.15893074000195,,,,,,,,,2619.0,9728.0,{}
Std,comparison,NSGA-II,nsga2,world_s5_t400,nsga2,3.1128764832546763,0.0,0.0,291.2591441480262,,0.0,0.3198339513767815,271.2379050090895,,0.0,,3.1128764832546763,3.1128764832546763,0.0,95.113473568996,,,,,,,,,0.0,0.0,{}
