Case,Algorithm,Tag,Runs,HV_mean,HV_std,IGD_mean,IGD_std,Archive_size_mean,Best_f1_mean,Best_f2_mean,Best_f3_mean,Completion_mean
area_s5_t100,CG-MOACO,cg_moaco,10,1.010462254773441,0.09759343303034304,0.13669968835669932,0.042134232239282546,19.3,0.0,772.1761189878067,0.08,1.0
area_s5_t300,CG-MOACO,cg_moaco,10,0.7780881347818054,0.019712320980688796,0.056437387189992715,0.0042745525303745716,99.6,0.2420880149812734,1435.503970801737,0.16,0.7186666666666667
area_s5_t500,CG-MOACO,cg_moaco,10,0.7860009647448124,0.008865801881770309,0.05251008855247368,0.0031976234319275308,100.0,0.38583261925164236,1755.523399103146,0.4,0.5751999999999999
