Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,MOPSO,mopso,area_s5_t800,mopso,46,3331.0,0.4,9927.337703499881,,3331.0,2.9933259094191533,10926.441704287241,,471,34,46,46,0.58875,1809.224390200001,,,,,,,,,5329,70830,{}
2,comparison,MOPSO,mopso,area_s5_t800,mopso,40,3337.0,0.4,9753.680856645966,,3337.0,0.8,10271.922549679322,,473,38,40,40,0.59125,1832.1836963999995,,,,,,,,,5329,70830,{}
3,comparison,MOPSO,mopso,area_s5_t800,mopso,56,3382.0,0.0,10157.736579079325,,3382.0,2.8284271247461903,10980.270138945954,,475,13,56,56,0.595,2551.6331241000007,,,,,,,,,5329,70830,{}
4,comparison,MOPSO,mopso,area_s5_t800,mopso,56,3361.0,0.0,10045.398767679275,,3361.0,2.3151673805580453,11566.86730868481,,474,21,56,56,0.5975,2569.478384500002,,,,,,,,,5329,70830,{}
5,comparison,MOPSO,mopso,area_s5_t800,mopso,60,3356.0,0.0,9945.172299512642,,3356.0,2.227105745132009,10889.962338379291,,474,33,60,60,0.5925,1660.5519232000006,,,,,,,,,5329,70830,{}
6,comparison,MOPSO,mopso,area_s5_t800,mopso,44,3361.0,0.0,9659.155750952768,,3361.0,1.3266499161421599,10777.819736414127,,469,2,44,44,0.59,1642.0741607000018,,,,,,,,,5329,70830,{}
7,comparison,MOPSO,mopso,area_s5_t800,mopso,70,3369.0,0.4,10056.310541119452,,3369.0,2.6076809620810595,11291.33506878077,,475,18,70,70,0.59875,1538.0491631999976,,,,,,,,,5329,70830,{}
8,comparison,MOPSO,mopso,area_s5_t800,mopso,34,3384.0,0.0,9953.774014245942,,3384.0,2.244994432064365,10805.198290312603,,473,23,34,34,0.5975,1559.0516790999973,,,,,,,,,5329,70830,{}
9,comparison,MOPSO,mopso,area_s5_t800,mopso,38,3370.0,0.4,10031.22911296654,,3370.0,3.1622776601683795,10772.342688122342,,475,8,38,38,0.59375,1092.9829948999977,,,,,,,,,5329,70830,{}
10,comparison,MOPSO,mopso,area_s5_t800,mopso,58,3353.0,0.0,9980.75770091815,,3353.0,2.6076809620810595,11179.122744179302,,470,4,58,58,0.5925,1091.3835580000014,,,,,,,,,5329,70830,{}
Average,comparison,MOPSO,mopso,area_s5_t800,mopso,50.2,3360.4,0.16,9951.055332661994,,3360.4,2.3113310092392423,10946.128256778577,,472.9,,50.2,50.2,0.59375,1734.6613074299999,,,,,,,,,5329.0,70830.0,{}
Std,comparison,MOPSO,mopso,area_s5_t800,mopso,10.897706180660222,16.359706598836055,0.19595917942265426,139.56114173133412,,16.359706598836055,0.699820666834802,331.1227501189856,,2.071231517720798,,10.897706180660222,10.897706180660222,0.003211308144666287,478.3878915835886,,,,,,,,,0.0,0.0,{}
