Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,MODBO,modbo,area_s5_t800,modbo,31,3329.0,0.4,9471.007063199962,,3329.0,2.6832815729997477,9954.58441626664,,470,5,31,31,0.5875,1129.3953699999984,,,,,,,,,5329,70830,{}
2,comparison,MODBO,modbo,area_s5_t800,modbo,35,3327.0,0.0,9980.715929579284,,3327.0,2.4166091947189146,10658.798237345954,,468,29,35,35,0.585,1137.8465085999997,,,,,,,,,5329,70830,{}
3,comparison,MODBO,modbo,area_s5_t800,modbo,34,3343.0,0.0,10188.721207679266,,3343.0,1.7204650534085253,10684.931537545941,,474,2,34,34,0.5925,2669.3496825,,,,,,,,,5329,70830,{}
4,comparison,MODBO,modbo,area_s5_t800,modbo,33,3344.0,0.0,9971.113737186146,,3344.0,1.9595917942265424,10669.428181751484,,472,4,33,33,0.59,2591.0289438,,,,,,,,,5329,70830,{}
5,comparison,MODBO,modbo,area_s5_t800,modbo,27,3372.0,0.4,9690.598573219471,,3372.0,2.4166091947189146,10334.827973118156,,473,12,27,27,0.59125,1172.020607999999,,,,,,,,,5329,70830,{}
6,comparison,MODBO,modbo,area_s5_t800,modbo,19,3314.0,0.4,10074.91908073872,,3314.0,1.4142135623730951,10577.607795818158,,470,11,19,19,0.5875,1165.2334548,,,,,,,,,5329,70830,{}
7,comparison,MODBO,modbo,area_s5_t800,modbo,26,3331.0,0.4,10316.094464812615,,3331.0,1.4696938456699067,10772.250956445961,,471,11,26,26,0.58875,1626.5833507999996,,,,,,,,,5329,70830,{}
8,comparison,MODBO,modbo,area_s5_t800,modbo,49,3316.0,0.0,9864.063819718176,,3316.0,3.1368774282716245,10774.632816294497,,468,6,49,49,0.585,1632.6464023000008,,,,,,,,,5329,70830,{}
9,comparison,MODBO,modbo,area_s5_t800,modbo,42,3329.0,0.4,9796.335791279309,,3329.0,5.1536394906900505,10452.406090579325,,469,27,42,42,0.58625,1827.6281997000006,,,,,,,,,5329,70830,{}
10,comparison,MODBO,modbo,area_s5_t800,modbo,31,3330.0,0.0,9608.634491218196,,3330.0,1.7435595774162693,10632.906579651502,,467,1,31,31,0.58625,1769.988805500001,,,,,,,,,5329,70830,{}
Average,comparison,MODBO,modbo,area_s5_t800,modbo,32.7,3333.5,0.2,9896.220415863114,,3333.5,2.411454071449359,10551.237458481763,,470.2,,32.7,32.7,0.588,1672.1721326,,,,,,,,,5329.0,70830.0,{}
Std,comparison,MODBO,modbo,area_s5_t800,modbo,7.937883848986454,15.717824276915682,0.2,249.66698437169381,,15.717824276915682,1.0549356668964747,237.09190720764872,,2.181742422927143,,7.937883848986454,7.937883848986454,0.0024494897427831883,544.3606408697481,,,,,,,,,0.0,0.0,{}
