Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,NSGA-II,nsga2,area_s5_t800,nsga2,100,3528.0,0.0,9052.500011699998,,3528.0,3.7629775444453557,10423.013254666672,,496,95,100,100,0.62,1344.1514964000016,,,,,,,,,5329,70830,{}
2,comparison,NSGA-II,nsga2,area_s5_t800,nsga2,100,3510.0,0.0,9534.22698874598,,3510.0,1.8973665961010275,11193.12339814593,,495,30,100,100,0.61875,1304.5423322999995,,,,,,,,,5329,70830,{}
3,comparison,NSGA-II,nsga2,area_s5_t800,nsga2,100,3511.0,0.0,9728.108455779298,,3511.0,2.449489742783178,10773.619771745958,,490,96,100,100,0.6125,1308.7879412000038,,,,,,,,,5329,70830,{}
4,comparison,NSGA-II,nsga2,area_s5_t800,nsga2,92,3512.0,0.0,9935.527291566532,,3512.0,3.3466401061363023,11367.115932199868,,495,27,92,92,0.62,1638.3657789999997,,,,,,,,,5329,70830,{}
5,comparison,NSGA-II,nsga2,area_s5_t800,nsga2,100,3444.0,0.0,9177.719400080796,,3444.0,3.4409301068170506,9888.305575547465,,483,84,100,100,0.605,1335.2390119999982,,,,,,,,,5329,70830,{}
6,comparison,NSGA-II,nsga2,area_s5_t800,nsga2,100,3542.0,0.0,9165.960146605412,,3542.0,2.925747767665559,10546.455620272056,,499,86,100,100,0.62375,1400.1340952000028,,,,,,,,,5329,70830,{}
7,comparison,NSGA-II,nsga2,area_s5_t800,nsga2,100,3339.0,0.0,9216.988850300011,,3339.0,5.314132102234569,10217.58685698483,,477,83,100,100,0.59625,1411.6268101999958,,,,,,,,,5329,70830,{}
8,comparison,NSGA-II,nsga2,area_s5_t800,nsga2,100,3451.0,0.0,9097.622169318187,,3451.0,3.370459909270543,11052.174798745975,,484,70,100,100,0.605,1400.5684639999963,,,,,,,,,5329,70830,{}
9,comparison,NSGA-II,nsga2,area_s5_t800,nsga2,90,3505.0,0.0,9104.90494321264,,3505.0,1.4142135623730951,10235.789181012628,,490,7,90,90,0.6125,838.3258883000017,,,,,,,,,5329,70830,{}
10,comparison,NSGA-II,nsga2,area_s5_t800,nsga2,99,3504.0,0.0,9414.90348241263,,3504.0,2.33238075793812,10839.931695845964,,487,71,99,99,0.60875,787.617613500006,,,,,,,,,5329,70830,{}
Average,comparison,NSGA-II,nsga2,area_s5_t800,nsga2,98.1,3484.6,0.0,9342.846173972148,,3484.6,3.02543381957648,10653.711608516734,,489.6,,98.1,98.1,0.61225,1276.9359432100005,,,,,,,,,5329.0,70830.0,{}
Std,comparison,NSGA-II,nsga2,area_s5_t800,nsga2,3.5902646142032486,56.60424012386351,0.0,285.82584289295266,,56.60424012386351,1.0424731187723117,449.79723625665514,,6.545227268781429,,3.5902646142032486,3.5902646142032486,0.008173891362135925,249.14674183584793,,,,,,,,,0.0,0.0,{}
