Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,MODBO,modbo,area_s5_t100,modbo,8,695.0,0.0,1740.534084999992,,695.0,0.0,1885.3324732999959,,100,0,8,8,1.0,151.7747347,,,,,,,,,642,2832,{}
2,comparison,MODBO,modbo,area_s5_t100,modbo,13,695.0,0.0,1891.7786589666623,,695.0,0.0,2761.0272633666705,,100,0,13,13,1.0,155.75027849999998,,,,,,,,,642,2832,{}
3,comparison,MODBO,modbo,area_s5_t100,modbo,14,695.0,0.0,1814.977510000001,,695.0,0.0,2004.417999900003,,100,1,14,14,1.0,156.3265748,,,,,,,,,642,2832,{}
4,comparison,MODBO,modbo,area_s5_t100,modbo,19,695.0,0.4,1846.5088694666683,,695.0,0.6324555320336759,2178.5110645333352,,100,4,19,19,1.0,164.1493163,,,,,,,,,642,2832,{}
5,comparison,MODBO,modbo,area_s5_t100,modbo,13,695.0,0.0,1988.5914252666682,,695.0,2.1908902300206643,2627.708365133332,,100,2,13,13,1.0,151.9812602,,,,,,,,,642,2832,{}
6,comparison,MODBO,modbo,area_s5_t100,modbo,9,695.0,0.0,1805.9855326666614,,695.0,0.6324555320336759,2174.3197407333328,,100,1,9,9,1.0,146.5195546,,,,,,,,,642,2832,{}
7,comparison,MODBO,modbo,area_s5_t100,modbo,11,695.0,0.0,1995.969566459422,,695.0,0.6324555320336759,2307.8554693594174,,100,0,11,11,1.0,152.21857709999995,,,,,,,,,642,2832,{}
8,comparison,MODBO,modbo,area_s5_t100,modbo,6,695.0,0.4,1933.9458786333348,,695.0,0.6324555320336759,2030.5432346000007,,100,4,6,6,1.0,150.5628468,,,,,,,,,642,2832,{}
9,comparison,MODBO,modbo,area_s5_t100,modbo,11,695.0,0.0,1991.1599497333355,,695.0,0.0,2598.025581200004,,100,2,11,11,1.0,84.70803360000002,,,,,,,,,642,2832,{}
10,comparison,MODBO,modbo,area_s5_t100,modbo,9,695.0,0.4,1834.2840495666703,,695.0,1.6733200530681511,2599.520418600005,,100,0,9,9,1.0,82.21172860000001,,,,,,,,,642,2832,{}
Average,comparison,MODBO,modbo,area_s5_t100,modbo,11.3,695.0,0.12000000000000001,1884.3735525759416,,695.0,0.6394032411223519,2316.7261610726096,,100.0,,11.3,11.3,1.0,139.62029052,,,,,,,,,642.0,2832.0,{}
Std,comparison,MODBO,modbo,area_s5_t100,modbo,3.4942810419312296,0.0,0.1833030277982336,85.33674378240072,,0.0,0.7149569883861766,292.95300237799864,,0.0,,3.4942810419312296,3.4942810419312296,0.0,28.4229287485624,,,,,,,,,0.0,0.0,{}
