Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,CG-MOACO,cg_moaco,area_s5_t100,cg_moaco,12,695.0,0.0,1711.8005395594214,,695.0,1.0954451150103321,1717.689649959422,,100,3,12,12,1.0,2149.351001,,,,,,,,,642,2832,{}
2,comparison,CG-MOACO,cg_moaco,area_s5_t100,cg_moaco,8,695.0,0.0,1692.6238295999945,,695.0,0.8944271909999159,1748.1535418666642,,100,0,8,8,1.0,2144.0739425,,,,,,,,,642,2832,{}
3,comparison,CG-MOACO,cg_moaco,area_s5_t100,cg_moaco,4,695.0,0.0,1736.375648668111,,695.0,0.0,1749.8611292681103,,100,0,4,4,1.0,2179.3506099,,,,,,,,,642,2832,{}
4,comparison,CG-MOACO,cg_moaco,area_s5_t100,cg_moaco,5,695.0,0.0,1683.3706469000047,,695.0,0.0,1770.1725498333365,,100,0,5,5,1.0,2209.4963368999997,,,,,,,,,642,2832,{}
5,comparison,CG-MOACO,cg_moaco,area_s5_t100,cg_moaco,8,695.0,0.0,1642.8468430000016,,695.0,0.6324555320336759,1737.7922729999973,,100,0,8,8,1.0,1980.3872440999999,,,,,,,,,642,2832,{}
6,comparison,CG-MOACO,cg_moaco,area_s5_t100,cg_moaco,7,695.0,0.0,1619.6922943000045,,695.0,0.6324555320336759,1669.4739763000057,,100,2,7,7,1.0,1992.1357616999999,,,,,,,,,642,2832,{}
7,comparison,CG-MOACO,cg_moaco,area_s5_t100,cg_moaco,14,695.0,0.0,1661.3547513927574,,695.0,1.7888543819998317,1733.2625603927556,,100,0,14,14,1.0,1970.3500829000004,,,,,,,,,642,2832,{}
8,comparison,CG-MOACO,cg_moaco,area_s5_t100,cg_moaco,13,695.0,0.0,1620.7225901000015,,695.0,1.2649110640673518,1662.575536600004,,100,0,13,13,1.0,2126.4958816999997,,,,,,,,,642,2832,{}
9,comparison,CG-MOACO,cg_moaco,area_s5_t100,cg_moaco,7,695.0,0.0,1626.6833164333377,,695.0,0.6324555320336759,1721.1820392333395,,100,1,7,7,1.0,1127.1755519000008,,,,,,,,,642,2832,{}
10,comparison,CG-MOACO,cg_moaco,area_s5_t100,cg_moaco,10,695.0,0.0,1665.2708714594187,,695.0,1.0954451150103321,1775.4335341594226,,100,1,10,10,1.0,1099.7300523000004,,,,,,,,,642,2832,{}
Average,comparison,CG-MOACO,cg_moaco,area_s5_t100,cg_moaco,8.8,695.0,0.0,1666.0741331413053,,695.0,0.8036449463188792,1728.5596790613058,,100.0,,8.8,8.8,1.0,1897.85464649,,,,,,,,,642.0,2832.0,{}
Std,comparison,CG-MOACO,cg_moaco,area_s5_t100,cg_moaco,3.1874754901018454,0.0,0.0,37.89374852361345,,0.0,0.5235979375972807,35.90464156499644,,0.0,,3.1874754901018454,3.1874754901018454,0.0,400.5517412842372,,,,,,,,,0.0,0.0,{}
