Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,SPEA2,spea2,world_s5_t800,spea2,16,5552.0,0.4,22474.942306566703,,5552.0,2.227105745132009,23436.0911009667,,796,8,16,16,0.995,1388.261436700006,,,,,,,,,5381,22923,{}
2,comparison,SPEA2,spea2,world_s5_t800,spea2,14,5552.0,0.4898979485566356,22537.45998386666,,5552.0,5.81033561853358,25467.615197857063,,796,3,14,14,0.995,943.9664902999939,,,,,,,,,5381,22923,{}
3,comparison,SPEA2,spea2,world_s5_t800,spea2,6,5552.0,0.0,22157.79047443335,,5552.0,0.4,22870.129339382165,,796,3,6,6,0.995,911.9477301000006,,,,,,,,,5381,22923,{}
4,comparison,SPEA2,spea2,world_s5_t800,spea2,23,5552.0,0.0,22487.30886602038,,5552.0,5.1536394906900505,23584.715882766708,,796,18,23,23,0.995,999.9920289000002,,,,,,,,,5381,22923,{}
5,comparison,SPEA2,spea2,world_s5_t800,spea2,2,5552.0,0.0,22053.542857833334,,5552.0,0.4,22053.542857833334,,796,0,2,2,0.995,1155.306099399997,,,,,,,,,5381,22923,{}
6,comparison,SPEA2,spea2,world_s5_t800,spea2,6,5552.0,0.0,22717.932738885673,,5552.0,4.019950248448356,22970.98021413335,,796,5,6,6,0.995,1197.7979799000022,,,,,,,,,5381,22923,{}
7,comparison,SPEA2,spea2,world_s5_t800,spea2,17,5552.0,0.4,21860.930567333326,,5552.0,4.354308211415448,23634.840115454033,,796,9,17,17,0.995,895.7980697000021,,,,,,,,,5381,22923,{}
8,comparison,SPEA2,spea2,world_s5_t800,spea2,15,5552.0,0.0,21547.17402619998,,5552.0,5.635601121442148,22681.37535208214,,796,5,15,15,0.995,1051.2988225000008,,,,,,,,,5381,22923,{}
9,comparison,SPEA2,spea2,world_s5_t800,spea2,3,5552.0,0.0,22081.91467889385,,5552.0,0.4,22316.101247060516,,796,1,3,3,0.995,670.2449937000056,,,,,,,,,5381,22923,{}
10,comparison,SPEA2,spea2,world_s5_t800,spea2,9,5552.0,0.4898979485566356,21952.05282996665,,5552.0,5.035871324805669,24536.209970566713,,796,7,9,9,0.995,590.1659777000023,,,,,,,,,5381,22923,{}
Average,comparison,SPEA2,spea2,world_s5_t800,spea2,11.1,5552.0,0.17797958971132713,22187.10493299999,,5552.0,3.343681176046726,23355.16012781027,,796.0,,11.1,11.1,0.995,980.4779628900011,,,,,,,,,5381.0,22923.0,{}
Std,comparison,SPEA2,spea2,world_s5_t800,spea2,6.549045732013176,0.0,0.2198255345636345,343.28027974106124,,0.0,2.14937111568728,980.0764045494436,,0.0,,6.549045732013176,6.549045732013176,0.0,226.11163774836814,,,,,,,,,0.0,0.0,{}
