Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,NSGA-II,nsga2,world_s5_t800,nsga2,25,5552.0,0.0,20233.558567266646,,5552.0,0.4,20458.400690199967,,796,11,25,25,0.995,893.0813289000071,,,,,,,,,5381,22923,{}
2,comparison,NSGA-II,nsga2,world_s5_t800,nsga2,20,5552.0,0.0,19884.674297766614,,5552.0,1.16619037896906,20100.015867499955,,796,7,20,20,0.995,1474.0125303999957,,,,,,,,,5381,22923,{}
3,comparison,NSGA-II,nsga2,world_s5_t800,nsga2,12,5552.0,0.0,20162.68315780002,,5552.0,0.4,20342.607242733357,,796,2,12,12,0.995,1443.8803102999955,,,,,,,,,5381,22923,{}
4,comparison,NSGA-II,nsga2,world_s5_t800,nsga2,11,5552.0,0.0,19925.75666063336,,5552.0,0.4,20334.906853000037,,796,1,11,11,0.995,1225.0822613000055,,,,,,,,,5381,22923,{}
5,comparison,NSGA-II,nsga2,world_s5_t800,nsga2,6,5552.0,0.0,19752.083692400018,,5552.0,0.7483314773547882,19817.930379033358,,796,2,6,6,0.995,939.82647,,,,,,,,,5381,22923,{}
6,comparison,NSGA-II,nsga2,world_s5_t800,nsga2,12,5552.0,0.0,20320.447049760507,,5552.0,0.4,20486.127133860504,,796,2,12,12,0.995,1112.0913421000005,,,,,,,,,5381,22923,{}
7,comparison,NSGA-II,nsga2,world_s5_t800,nsga2,27,5552.0,0.0,19566.48667009383,,5552.0,0.4,19957.50424222716,,796,4,27,27,0.995,1473.0270526999957,,,,,,,,,5381,22923,{}
8,comparison,NSGA-II,nsga2,world_s5_t800,nsga2,9,5552.0,0.0,20870.80217856668,,5552.0,0.7483314773547882,20935.222376500005,,796,3,9,9,0.995,1424.6718200000032,,,,,,,,,5381,22923,{}
9,comparison,NSGA-II,nsga2,world_s5_t800,nsga2,14,5552.0,0.0,19631.52118439997,,5552.0,0.7483314773547882,19835.695619199967,,796,5,14,14,0.995,980.0183372000029,,,,,,,,,5381,22923,{}
10,comparison,NSGA-II,nsga2,world_s5_t800,nsga2,14,5552.0,0.0,18802.039057666676,,5552.0,0.4,18969.284315366673,,796,0,14,14,0.995,723.6903383000026,,,,,,,,,5381,22923,{}
Average,comparison,NSGA-II,nsga2,world_s5_t800,nsga2,15.0,5552.0,0.0,19915.005251635434,,5552.0,0.5811184811033425,20123.7694719621,,796.0,,15.0,15.0,0.995,1168.9381791200008,,,,,,,,,5381.0,22923.0,{}
Std,comparison,NSGA-II,nsga2,world_s5_t800,nsga2,6.496152707564686,0.0,0.0,520.4663810751838,,0.0,0.24960230551848706,503.16740154526616,,0.0,,6.496152707564686,6.496152707564686,0.0,263.712441450483,,,,,,,,,0.0,0.0,{}
