Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,NSGA-II,nsga2,area_s5_t600,nsga2,97,3078.0,0.0,8451.999410996586,,3078.0,1.7204650534085253,10001.253549529936,,436,23,97,97,0.7266666666666667,905.7880702999973,,,,,,,,,3933,42034,{}
2,comparison,NSGA-II,nsga2,area_s5_t600,nsga2,100,3067.0,0.0,8546.810312866673,,3067.0,3.1240998703626617,10073.034877733337,,434,63,100,100,0.7233333333333334,898.4798033000006,,,,,,,,,3933,42034,{}
3,comparison,NSGA-II,nsga2,area_s5_t600,nsga2,100,3031.0,0.4,7423.610916866646,,3031.0,5.89915248150105,10067.8791254,,430,94,100,100,0.7166666666666667,1332.8448597000024,,,,,,,,,3933,42034,{}
4,comparison,NSGA-II,nsga2,area_s5_t600,nsga2,100,3055.0,0.4,7168.836767117433,,3055.0,2.727636339397171,10207.34836419998,,432,47,100,100,0.72,1340.9119869999995,,,,,,,,,3933,42034,{}
5,comparison,NSGA-II,nsga2,area_s5_t600,nsga2,100,3053.0,0.0,7165.747335033335,,3053.0,1.019803902718557,9660.247663766644,,432,24,100,100,0.72,884.0285127999996,,,,,,,,,3933,42034,{}
6,comparison,NSGA-II,nsga2,area_s5_t600,nsga2,100,3100.0,0.0,8106.383729766662,,3100.0,4.621688003316537,9154.339477666661,,436,64,100,100,0.7266666666666667,892.0875314999976,,,,,,,,,3933,42034,{}
7,comparison,NSGA-II,nsga2,area_s5_t600,nsga2,100,3041.0,0.0,8140.553180366682,,3041.0,1.019803902718557,9802.101328533352,,432,69,100,100,0.72,1325.6922379000025,,,,,,,,,3933,42034,{}
8,comparison,NSGA-II,nsga2,area_s5_t600,nsga2,100,3066.0,0.0,8513.780588900016,,3066.0,2.227105745132009,9526.36995100001,,436,37,100,100,0.7266666666666667,1304.4760050000004,,,,,,,,,3933,42034,{}
9,comparison,NSGA-II,nsga2,area_s5_t600,nsga2,100,3020.0,0.0,7174.989293234352,,3020.0,0.7483314773547882,9872.868699602888,,429,20,100,100,0.715,900.6826062,,,,,,,,,3933,42034,{}
10,comparison,NSGA-II,nsga2,area_s5_t600,nsga2,100,3107.0,0.4,8386.592588100006,,3107.0,3.5777087639996634,9712.873373000008,,440,75,100,100,0.7333333333333333,883.7912275000017,,,,,,,,,3933,42034,{}
Average,comparison,NSGA-II,nsga2,area_s5_t600,nsga2,99.7,3061.8,0.12000000000000001,7907.930412324839,,3061.8,2.668579553990952,9807.831641043282,,433.7,,99.7,99.7,0.7228333333333333,1066.8782841200002,,,,,,,,,3933.0,42034.0,{}
Std,comparison,NSGA-II,nsga2,area_s5_t600,nsga2,0.9,26.573671180324332,0.1833030277982336,571.201434115801,,26.573671180324332,1.597085834894747,296.0264425145855,,3.163858403911275,,0.9,0.9,0.0052730973398521265,211.82678167404822,,,,,,,,,0.0,0.0,{}
