Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,SPEA2,spea2,area_s5_t600,spea2,96,2923.0,0.0,9139.132127596582,,2923.0,2.1354156504062622,9644.949133433349,,414,69,96,96,0.69,941.2266469000024,,,,,,,,,3933,42034,{}
2,comparison,SPEA2,spea2,area_s5_t600,spea2,90,2954.0,0.0,9257.106409466664,,2954.0,1.4142135623730951,9680.545994600001,,420,23,90,90,0.7,1390.4009896000025,,,,,,,,,3933,42034,{}
3,comparison,SPEA2,spea2,area_s5_t600,spea2,100,2872.0,0.4,7894.290686333325,,2872.0,6.374950980203691,10473.141275347309,,408,2,100,100,0.68,2908.1394999000004,,,,,,,,,3933,42034,{}
4,comparison,SPEA2,spea2,area_s5_t600,spea2,16,2941.0,0.0,9387.317647500007,,2941.0,0.8,9649.106386900006,,418,13,16,16,0.6966666666666667,704.0471343999998,,,,,,,,,3933,42034,{}
5,comparison,SPEA2,spea2,area_s5_t600,spea2,38,2884.0,0.4,9040.277863866673,,2884.0,1.6733200530681511,10250.088031243842,,410,14,38,38,0.6833333333333333,853.6053298000006,,,,,,,,,3933,42034,{}
6,comparison,SPEA2,spea2,area_s5_t600,spea2,27,2894.0,0.0,9254.04925809999,,2894.0,1.8330302779823362,9697.521557799986,,411,15,27,27,0.685,964.2724315000014,,,,,,,,,3933,42034,{}
7,comparison,SPEA2,spea2,area_s5_t600,spea2,40,2902.0,0.8944271909999159,9609.690448966667,,2902.0,2.6076809620810595,10015.640340633328,,415,1,40,40,0.6916666666666667,1597.3085458000023,,,,,,,,,3933,42034,{}
8,comparison,SPEA2,spea2,area_s5_t600,spea2,76,2852.0,0.0,9051.97271386666,,2852.0,2.227105745132009,9663.276878866676,,409,34,76,76,0.6816666666666666,1147.9021666000008,,,,,,,,,3933,42034,{}
9,comparison,SPEA2,spea2,area_s5_t600,spea2,28,2904.0,0.4,9342.58831513333,,2904.0,2.785677655436824,10417.135674533336,,416,17,28,28,0.6933333333333334,985.4129513000007,,,,,,,,,3933,42034,{}
10,comparison,SPEA2,spea2,area_s5_t600,spea2,100,2963.0,0.0,9265.696533100005,,2963.0,1.4696938456699067,10125.588173033328,,421,45,100,100,0.7016666666666667,474.15258950000134,,,,,,,,,3933,42034,{}
Average,comparison,SPEA2,spea2,area_s5_t600,spea2,61.1,2908.9,0.2094427190999916,9124.21220039299,,2908.9,2.3321088732353337,9961.699344639117,,414.2,,61.1,61.1,0.6903333333333334,1196.6468285300011,,,,,,,,,3933.0,42034.0,{}
Std,comparison,SPEA2,spea2,area_s5_t600,spea2,32.5159960634762,34.20950160408655,0.2900581793640752,439.5828856565952,,34.20950160408655,1.4592012210031293,319.0408192785115,,4.377213725647858,,32.5159960634762,32.5159960634762,0.00729535620941308,646.2074455811836,,,,,,,,,0.0,0.0,{}
