Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,CG-MOACO,cg_moaco,area_s5_t600,cg_moaco,50,3282.0,0.0,8430.546679899986,,3282.0,3.1240998703626617,9499.835041933324,,449,11,50,50,0.7483333333333333,12060.962685899998,,,,,,,,,3933,42034,{}
2,comparison,CG-MOACO,cg_moaco,area_s5_t600,cg_moaco,57,3306.0,0.0,8424.409615599976,,3306.0,4.127953488110059,9393.668143666666,,452,16,57,57,0.7533333333333333,12285.123101399993,,,,,,,,,3933,42034,{}
3,comparison,CG-MOACO,cg_moaco,area_s5_t600,cg_moaco,73,3282.0,0.0,8564.51943296666,,3282.0,2.6076809620810595,9449.442202033284,,450,48,73,73,0.75,14110.155059600002,,,,,,,,,3933,42034,{}
4,comparison,CG-MOACO,cg_moaco,area_s5_t600,cg_moaco,62,3278.0,0.0,8656.545464866664,,3278.0,1.3564659966250536,9507.492093033323,,447,8,62,62,0.745,14972.01586,,,,,,,,,3933,42034,{}
5,comparison,CG-MOACO,cg_moaco,area_s5_t600,cg_moaco,65,3299.0,0.0,8543.13183116667,,3299.0,3.1622776601683795,9606.23015616665,,450,50,65,65,0.75,14835.5101287,,,,,,,,,3933,42034,{}
6,comparison,CG-MOACO,cg_moaco,area_s5_t600,cg_moaco,69,3285.0,0.0,8496.430216999997,,3285.0,1.8547236990991407,9503.64128453331,,448,41,69,69,0.7483333333333333,14829.438009899997,,,,,,,,,3933,42034,{}
7,comparison,CG-MOACO,cg_moaco,area_s5_t600,cg_moaco,72,3291.0,0.0,8601.325035833326,,3291.0,2.280350850198276,9585.953871866679,,450,43,72,72,0.75,14102.282873399992,,,,,,,,,3933,42034,{}
8,comparison,CG-MOACO,cg_moaco,area_s5_t600,cg_moaco,64,3286.0,0.0,8534.128910099982,,3286.0,3.261901286060018,9551.88386029997,,448,59,64,64,0.7466666666666667,14360.71645410001,,,,,,,,,3933,42034,{}
9,comparison,CG-MOACO,cg_moaco,area_s5_t600,cg_moaco,69,3271.0,0.0,8482.517061799985,,3271.0,2.0591260281974,9347.06569996666,,447,14,69,69,0.7466666666666667,6372.215811400005,,,,,,,,,3933,42034,{}
10,comparison,CG-MOACO,cg_moaco,area_s5_t600,cg_moaco,80,3287.0,0.0,8467.793002933315,,3287.0,2.3151673805580453,9452.950869666669,,451,48,80,80,0.7516666666666667,6210.207404100001,,,,,,,,,3933,42034,{}
Average,comparison,CG-MOACO,cg_moaco,area_s5_t600,cg_moaco,66.1,3286.7,0.0,8520.134725216656,,3286.7,2.6149747221460093,9489.816322316654,,449.2,,66.1,66.1,0.749,12413.862738849999,,,,,,,,,3933.0,42034.0,{}
Std,comparison,CG-MOACO,cg_moaco,area_s5_t600,cg_moaco,8.104936767180853,9.550392662084633,0.0,70.56941652137189,,9.550392662084633,0.7706537500962424,77.37071101953937,,1.6,,8.104936767180853,8.104936767180853,0.002380476142847611,3207.645341817858,,,,,,,,,0.0,0.0,{}
