Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,MODBO,modbo,area_s5_t1000,modbo,22,3664.0,0.0,10543.689594750942,,3664.0,2.4979991993593593,11204.945841513587,,517,5,22,22,0.518,1744.3954321000056,,,,,,,,,6716,106961,{}
2,comparison,MODBO,modbo,area_s5_t1000,modbo,13,3705.0,0.0,9872.5850976,,3705.0,1.8547236990991407,10701.69008498423,,523,7,13,13,0.523,1755.7296805000005,,,,,,,,,6716,106961,{}
3,comparison,MODBO,modbo,area_s5_t1000,modbo,100,3531.0,0.4,9001.908610817618,,3531.0,1.3564659966250536,12334.707285974479,,502,4,100,100,0.503,1921.3423613999985,,,,,,,,,6716,106961,{}
4,comparison,MODBO,modbo,area_s5_t1000,modbo,14,3616.0,0.4,9700.421295784272,,3616.0,1.5999999999999999,10928.66320789999,,516,13,14,14,0.516,1918.7850533999954,,,,,,,,,6716,106961,{}
5,comparison,MODBO,modbo,area_s5_t1000,modbo,100,3582.0,0.4,9272.702918450972,,3582.0,1.3564659966250536,12386.48757058429,,508,32,100,100,0.508,1801.4612783999983,,,,,,,,,6716,106961,{}
6,comparison,MODBO,modbo,area_s5_t1000,modbo,100,3555.0,0.4,9196.141003141145,,3555.0,2.244994432064365,12424.980113817619,,502,23,100,100,0.505,1796.6467415000006,,,,,,,,,6716,106961,{}
7,comparison,MODBO,modbo,area_s5_t1000,modbo,25,3666.0,0.4,10024.095135966681,,3666.0,1.9595917942265424,11158.193033884269,,518,6,25,25,0.519,1868.786713100002,,,,,,,,,6716,106961,{}
8,comparison,MODBO,modbo,area_s5_t1000,modbo,26,3628.0,0.4,9618.000410974495,,3628.0,1.4696938456699067,11610.913608171393,,519,16,26,26,0.519,1878.5225145999939,,,,,,,,,6716,106961,{}
9,comparison,MODBO,modbo,area_s5_t1000,modbo,99,3572.0,0.4,9196.928354566682,,3572.0,2.280350850198276,11930.59670159598,,510,3,99,99,0.51,1021.1665815000015,,,,,,,,,6716,106961,{}
10,comparison,MODBO,modbo,area_s5_t1000,modbo,43,3599.0,0.0,9904.032647517626,,3599.0,1.4696938456699067,11884.593274575313,,511,6,43,43,0.514,1017.4924093000009,,,,,,,,,6716,106961,{}
Average,comparison,MODBO,modbo,area_s5_t1000,modbo,54.2,3611.8,0.28,9633.050506957043,,3611.8,1.8089979659537603,11656.577072300115,,512.6,,54.2,54.2,0.5135000000000001,1672.4328765799996,,,,,,,,,6716.0,106961.0,{}
Std,comparison,MODBO,modbo,area_s5_t1000,modbo,37.97841492216335,51.98038091434113,0.1833030277982336,450.2261479771945,,51.98038091434113,0.3994075101636892,600.5215753836907,,6.814690014960329,,37.97841492216335,37.97841492216335,0.006344288770224766,331.80751605647185,,,,,,,,,0.0,0.0,{}
