Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,CG-MOACO,cg_moaco,area_s5_t1000,cg_moaco,55,4241.0,0.0,10348.883670166635,,4241.0,1.4696938456699067,11162.972963017597,,556,0,55,55,0.556,3770.8653034000017,,,,,,,,,6716,106961,{}
2,comparison,CG-MOACO,cg_moaco,area_s5_t1000,cg_moaco,93,4225.0,0.0,10479.928807699967,,4225.0,2.5768197453450252,11512.674067933329,,553,78,93,93,0.553,3898.013577500009,,,,,,,,,6716,106961,{}
3,comparison,CG-MOACO,cg_moaco,area_s5_t1000,cg_moaco,73,4192.0,0.0,10291.486160966628,,4192.0,2.727636339397171,11295.28506723332,,548,8,73,73,0.548,3832.7328014999803,,,,,,,,,6716,106961,{}
4,comparison,CG-MOACO,cg_moaco,area_s5_t1000,cg_moaco,66,4199.0,0.0,10489.154662233315,,4199.0,2.8705400188814645,11451.673286566636,,548,18,66,66,0.549,3848.0413170999964,,,,,,,,,6716,106961,{}
5,comparison,CG-MOACO,cg_moaco,area_s5_t1000,cg_moaco,66,4236.0,0.0,10194.033377633323,,4236.0,2.5612496949731396,11264.030685999984,,554,49,66,66,0.554,3874.7361267000088,,,,,,,,,6716,106961,{}
6,comparison,CG-MOACO,cg_moaco,area_s5_t1000,cg_moaco,65,4205.0,0.0,10308.259699150942,,4205.0,1.7204650534085253,11148.548641550904,,551,46,65,65,0.552,3894.4731946000247,,,,,,,,,6716,106961,{}
7,comparison,CG-MOACO,cg_moaco,area_s5_t1000,cg_moaco,46,4253.0,0.0,10247.466085966651,,4253.0,2.039607805437114,10967.811669833323,,554,7,46,46,0.556,3909.529309900012,,,,,,,,,6716,106961,{}
8,comparison,CG-MOACO,cg_moaco,area_s5_t1000,cg_moaco,76,4210.0,0.0,10382.677849566655,,4210.0,2.280350850198276,11158.84732308427,,550,59,76,76,0.55,4111.475256400008,,,,,,,,,6716,106961,{}
9,comparison,CG-MOACO,cg_moaco,area_s5_t1000,cg_moaco,50,4240.0,0.0,10325.82957993333,,4240.0,2.4819347291981715,11166.974811366641,,554,3,50,50,0.554,4029.0368714000215,,,,,,,,,6716,106961,{}
10,comparison,CG-MOACO,cg_moaco,area_s5_t1000,cg_moaco,59,4222.0,0.0,10514.630904699978,,4222.0,2.638181191654584,11435.006021266667,,551,17,59,59,0.551,4040.853948300006,,,,,,,,,6716,106961,{}
Average,comparison,CG-MOACO,cg_moaco,area_s5_t1000,cg_moaco,64.9,4222.3,0.0,10358.235079801743,,4222.3,2.3366479274163376,11256.382453785267,,551.9,,64.9,64.9,0.5523,3920.975770680007,,,,,,,,,6716.0,106961.0,{}
Std,comparison,CG-MOACO,cg_moaco,area_s5_t1000,cg_moaco,13.011149065320865,19.266810841444414,0.0,102.1415168402075,,19.266810841444414,0.4336778335365241,160.75931640834037,,2.5865034312755126,,13.011149065320865,13.011149065320865,0.0026476404589747477,100.73540416752057,,,,,,,,,0.0,0.0,{}
