Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,CG-MOACO,cg_moaco,area_s5_t300,cg_moaco,50,2072.0,0.0,5557.962684066663,,2072.0,1.624807680927192,6356.730450933306,,292,44,50,50,0.9733333333333334,7303.853733800002,,,,,,,,,2027,14744,{}
2,comparison,CG-MOACO,cg_moaco,area_s5_t300,cg_moaco,71,2070.0,0.0,5695.598817766679,,2070.0,2.33238075793812,6247.630294066667,,292,24,71,71,0.9733333333333334,7237.716739700001,,,,,,,,,2027,14744,{}
3,comparison,CG-MOACO,cg_moaco,area_s5_t300,cg_moaco,61,2061.0,0.0,5528.4520585666705,,2061.0,1.4142135623730951,6378.052222100003,,290,1,61,61,0.9666666666666667,12952.3370941,,,,,,,,,2027,14744,{}
4,comparison,CG-MOACO,cg_moaco,area_s5_t300,cg_moaco,53,2077.0,0.0,5425.843317800002,,2077.0,2.4979991993593593,5981.898450900007,,293,22,53,53,0.9766666666666667,13280.615012400001,,,,,,,,,2027,14744,{}
5,comparison,CG-MOACO,cg_moaco,area_s5_t300,cg_moaco,82,2076.0,0.4,5519.988825099998,,2076.0,1.4966629547095767,6424.813642266671,,293,6,82,82,0.9766666666666667,7977.064536299997,,,,,,,,,2027,14744,{}
6,comparison,CG-MOACO,cg_moaco,area_s5_t300,cg_moaco,56,2071.0,0.4,5422.025366099985,,2071.0,1.8547236990991407,6331.032889466656,,292,0,56,56,0.9733333333333334,8082.032784899999,,,,,,,,,2027,14744,{}
7,comparison,CG-MOACO,cg_moaco,area_s5_t300,cg_moaco,60,2070.0,0.0,5421.00064586668,,2070.0,5.0039984012787215,6467.68554469999,,292,5,60,60,0.9733333333333334,9206.223497699997,,,,,,,,,2027,14744,{}
8,comparison,CG-MOACO,cg_moaco,area_s5_t300,cg_moaco,34,2076.0,0.0,5460.846508833333,,2076.0,3.3226495451672298,6031.867531566676,,293,19,34,34,0.9766666666666667,9201.199990499998,,,,,,,,,2027,14744,{}
9,comparison,CG-MOACO,cg_moaco,area_s5_t300,cg_moaco,51,2076.0,0.0,5508.188510300009,,2076.0,3.3823069050575527,5967.583817833345,,293,20,51,51,0.9766666666666667,7638.770772600001,,,,,,,,,2027,14744,{}
10,comparison,CG-MOACO,cg_moaco,area_s5_t300,cg_moaco,48,2071.0,0.4,5417.145776133332,,2071.0,1.624807680927192,6062.544983633337,,292,21,48,48,0.9733333333333334,7542.062862299994,,,,,,,,,2027,14744,{}
Average,comparison,CG-MOACO,cg_moaco,area_s5_t300,cg_moaco,56.6,2072.0,0.12000000000000001,5495.705251053335,,2072.0,2.455455038683718,6224.983982746666,,292.2,,56.6,56.6,0.974,9042.18770243,,,,,,,,,2027.0,14744.0,{}
Std,comparison,CG-MOACO,cg_moaco,area_s5_t300,cg_moaco,12.475576139000555,4.516635916254486,0.1833030277982336,83.02302049467902,,4.516635916254486,1.0893762219741814,184.50148987193214,,0.8717797887081347,,12.475576139000555,12.475576139000555,0.002905932629027114,2141.4944748559346,,,,,,,,,0.0,0.0,{}
