Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,MOPSO,mopso,world_s5_t600,mopso,30,4096.0,0.4898979485566356,15361.761421633315,,4096.0,1.3266499161421599,17119.45853540002,,594,0,30,30,0.99,870.5655256000027,,,,,,,,,3978,15897,{}
2,comparison,MOPSO,mopso,world_s5_t600,mopso,14,4096.0,0.7483314773547882,15807.942761274178,,4096.0,3.7094473981982814,15902.868050740859,,594,0,14,14,0.99,961.3387140999985,,,,,,,,,3978,15897,{}
3,comparison,MOPSO,mopso,world_s5_t600,mopso,14,4096.0,0.4,15248.84949760772,,4096.0,0.7483314773547882,16255.547024507676,,594,5,14,14,0.99,969.3272999000037,,,,,,,,,3978,15897,{}
4,comparison,MOPSO,mopso,world_s5_t600,mopso,20,4096.0,0.4898979485566356,15019.119198500004,,4096.0,2.3151673805580453,15252.441098699994,,594,1,20,20,0.99,1599.7851891000028,,,,,,,,,3978,15897,{}
5,comparison,MOPSO,mopso,world_s5_t600,mopso,21,4096.0,0.4898979485566356,15649.340019541021,,4096.0,1.3266499161421599,16607.958612485567,,594,0,21,21,0.99,770.7539742999943,,,,,,,,,3978,15897,{}
6,comparison,MOPSO,mopso,world_s5_t600,mopso,29,4096.0,0.4898979485566356,15470.60360999998,,4096.0,1.3266499161421599,16701.559592833317,,594,3,29,29,0.99,906.1596252000018,,,,,,,,,3978,15897,{}
7,comparison,MOPSO,mopso,world_s5_t600,mopso,25,4096.0,0.4898979485566356,15518.868613999963,,4096.0,1.16619037896906,16749.164383366657,,594,1,25,25,0.99,916.0928243000089,,,,,,,,,3978,15897,{}
8,comparison,MOPSO,mopso,world_s5_t600,mopso,27,4096.0,0.4898979485566356,15278.43861267438,,4096.0,1.9390719429665317,16131.704524378147,,594,8,27,27,0.99,950.3306273000053,,,,,,,,,3978,15897,{}
9,comparison,MOPSO,mopso,world_s5_t600,mopso,26,4096.0,0.4898979485566356,15196.496882299973,,4096.0,1.4696938456699067,15854.485662003768,,594,1,26,26,0.99,849.8789773000026,,,,,,,,,3978,15897,{}
10,comparison,MOPSO,mopso,world_s5_t600,mopso,29,4096.0,0.4898979485566356,15349.059026266663,,4096.0,0.7483314773547882,16659.431784224616,,594,3,29,29,0.99,687.9683080999966,,,,,,,,,3978,15897,{}
Average,comparison,MOPSO,mopso,world_s5_t600,mopso,23.5,4096.0,0.5067515065807873,15390.047964379719,,4096.0,1.6076183649497882,16323.461926864062,,594.0,,23.5,23.5,0.99,948.2201065200018,,,,,,,,,3978.0,15897.0,{}
Std,comparison,MOPSO,mopso,world_s5_t600,mopso,5.678908345800274,0.0,0.08486996275539574,217.91660093655798,,0.0,0.8340043121448293,523.1550469827374,,0.0,,5.678908345800274,5.678908345800274,0.0,232.9993148626149,,,,,,,,,0.0,0.0,{}
