Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,NSGA-II,nsga2,world_s5_t600,nsga2,7,4096.0,0.4,14066.736495266663,,4096.0,0.4,14224.260406999996,,594,3,7,7,0.99,935.3129484000092,,,,,,,,,3978,15897,{}
2,comparison,NSGA-II,nsga2,world_s5_t600,nsga2,2,4096.0,0.4,15568.547608315079,,4096.0,0.4,15627.12995071508,,594,0,2,2,0.99,853.4432238000009,,,,,,,,,3978,15897,{}
3,comparison,NSGA-II,nsga2,world_s5_t600,nsga2,6,4096.0,0.4,14721.644233299989,,4096.0,0.4,14832.133754633322,,594,0,6,6,0.99,850.2667462999962,,,,,,,,,3978,15897,{}
4,comparison,NSGA-II,nsga2,world_s5_t600,nsga2,10,4096.0,0.0,15070.04762830753,,4096.0,0.4,15213.406405374197,,594,2,10,10,0.99,1120.5877670000045,,,,,,,,,3978,15897,{}
5,comparison,NSGA-II,nsga2,world_s5_t600,nsga2,6,4096.0,0.4,15096.759712470528,,4096.0,1.16619037896906,15148.524470637192,,594,0,6,6,0.99,770.6004144999897,,,,,,,,,3978,15897,{}
6,comparison,NSGA-II,nsga2,world_s5_t600,nsga2,6,4096.0,0.4,14797.423177033315,,4096.0,0.4,15009.034642999984,,594,5,6,6,0.99,841.1105929000041,,,,,,,,,3978,15897,{}
7,comparison,NSGA-II,nsga2,world_s5_t600,nsga2,3,4096.0,0.4,14669.721647942286,,4096.0,0.4,14716.79325807562,,594,2,3,3,0.99,730.9776012999937,,,,,,,,,3978,15897,{}
8,comparison,NSGA-II,nsga2,world_s5_t600,nsga2,16,4096.0,0.4,13788.284170166642,,4096.0,1.5999999999999999,13918.31495723331,,594,1,16,16,0.99,1075.7370215999981,,,,,,,,,3978,15897,{}
9,comparison,NSGA-II,nsga2,world_s5_t600,nsga2,100,4096.0,0.4,13959.759026866664,,4096.0,1.5999999999999999,14713.181792999992,,594,6,100,100,0.99,566.2787349999999,,,,,,,,,3978,15897,{}
10,comparison,NSGA-II,nsga2,world_s5_t600,nsga2,28,4096.0,0.0,14585.629921766667,,4096.0,0.4,14850.6641467,,594,3,28,28,0.99,513.36290990001,,,,,,,,,3978,15897,{}
Average,comparison,NSGA-II,nsga2,world_s5_t600,nsga2,18.4,4096.0,0.32,14632.455362143537,,4096.0,0.716619037896906,14825.34437863687,,594.0,,18.4,18.4,0.99,825.7677960700006,,,,,,,,,3978.0,15897.0,{}
Std,comparison,NSGA-II,nsga2,world_s5_t600,nsga2,28.150310833097386,0.0,0.16,529.8365638847571,,0.0,0.4964445130361627,462.6764544688731,,0.0,,28.150310833097386,28.150310833097386,0.0,184.38142677040963,,,,,,,,,0.0,0.0,{}
