Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,NSGA-II,nsga2,area_s5_t200,nsga2,62,1407.0,0.0,3952.9959563666544,,1407.0,1.7204650534085253,4176.8184605666565,,199,6,62,62,0.995,354.0268876,,,,,,,,,1355,7914,{}
2,comparison,NSGA-II,nsga2,area_s5_t200,nsga2,91,1402.0,0.0,3844.777914266649,,1402.0,1.2,3994.9895854333204,,198,4,91,91,0.99,352.5471656999998,,,,,,,,,1355,7914,{}
3,comparison,NSGA-II,nsga2,area_s5_t200,nsga2,63,1412.0,0.0,3806.238654471889,,1412.0,0.6324555320336759,4240.692150971895,,200,30,63,63,1.0,347.40436539999973,,,,,,,,,1355,7914,{}
4,comparison,NSGA-II,nsga2,area_s5_t200,nsga2,87,1412.0,0.0,3709.3032617666613,,1412.0,0.6324555320336759,4648.865996433324,,200,9,87,87,1.0,351.1756698999998,,,,,,,,,1355,7914,{}
5,comparison,NSGA-II,nsga2,area_s5_t200,nsga2,76,1412.0,0.0,3844.5546400333274,,1412.0,0.0,4111.661282533326,,200,1,76,76,1.0,333.2916782000002,,,,,,,,,1355,7914,{}
6,comparison,NSGA-II,nsga2,area_s5_t200,nsga2,36,1407.0,0.0,3873.9730846333146,,1407.0,1.16619037896906,4032.837710266648,,199,3,36,36,0.995,343.39021460000004,,,,,,,,,1355,7914,{}
7,comparison,NSGA-II,nsga2,area_s5_t200,nsga2,36,1412.0,0.0,3686.007334666656,,1412.0,0.0,4275.985449433302,,200,0,36,36,1.0,337.1113387999999,,,,,,,,,1355,7914,{}
8,comparison,NSGA-II,nsga2,area_s5_t200,nsga2,66,1407.0,0.0,3818.6425433999984,,1407.0,1.6,4206.409859099995,,199,23,66,66,0.995,358.0331417999996,,,,,,,,,1355,7914,{}
9,comparison,NSGA-II,nsga2,area_s5_t200,nsga2,42,1412.0,0.0,3972.088809866664,,1412.0,1.2649110640673518,4537.8270341666575,,200,0,42,42,1.0,183.19170350000013,,,,,,,,,1355,7914,{}
10,comparison,NSGA-II,nsga2,area_s5_t200,nsga2,50,1412.0,0.0,3882.649854866666,,1412.0,2.280350850198276,4518.164318933319,,200,13,50,50,1.0,177.9486969999998,,,,,,,,,1355,7914,{}
Average,comparison,NSGA-II,nsga2,area_s5_t200,nsga2,60.9,1409.5,0.0,3839.123205433848,,1409.5,1.0496828410710566,4274.425184783844,,199.5,,60.9,60.9,0.9975,313.8120862499999,,,,,,,,,1355.0,7914.0,{}
Std,comparison,NSGA-II,nsga2,area_s5_t200,nsga2,18.87564568432031,3.3541019662496847,0.0,86.95743426292405,,3.3541019662496847,0.7001185136539351,211.47803201348532,,0.6708203932499369,,18.87564568432031,18.87564568432031,0.0033541019662496874,67.01890573569949,,,,,,,,,0.0,0.0,{}
