Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,NSGA-II,nsga2,area_s5_t900,nsga2,100,3717.0,0.0,8623.417153100014,,3717.0,2.4819347291981715,11817.075039087871,,529,38,100,100,0.5877777777777777,1648.2879910999982,,,,,,,,,6176,90866,{}
2,comparison,NSGA-II,nsga2,area_s5_t900,nsga2,100,3615.0,0.4,8480.926388300524,,3615.0,1.019803902718557,10947.570193167168,,517,26,100,100,0.5744444444444444,1649.8998011000003,,,,,,,,,6176,90866,{}
3,comparison,NSGA-II,nsga2,area_s5_t900,nsga2,100,3647.0,0.0,10097.489439966694,,3647.0,1.4142135623730951,10858.268050066676,,520,41,100,100,0.5777777777777777,1536.841053199998,,,,,,,,,6176,90866,{}
4,comparison,NSGA-II,nsga2,area_s5_t900,nsga2,100,3782.0,0.0,9931.988626021182,,3782.0,1.8547236990991407,11291.449385921163,,537,27,100,100,0.5966666666666667,1566.3290456999966,,,,,,,,,6176,90866,{}
5,comparison,NSGA-II,nsga2,area_s5_t900,nsga2,100,3659.0,0.4,8636.670081709557,,3659.0,2.4819347291981715,11927.401362833298,,524,68,100,100,0.5844444444444444,1515.705218199997,,,,,,,,,6176,90866,{}
6,comparison,NSGA-II,nsga2,area_s5_t900,nsga2,100,3533.0,0.0,8159.886992854521,,3533.0,2.638181191654584,11405.771162121193,,504,52,100,100,0.5611111111111111,1526.5247872999971,,,,,,,,,6176,90866,{}
7,comparison,NSGA-II,nsga2,area_s5_t900,nsga2,100,3617.0,0.0,9138.988127476225,,3617.0,2.4166091947189146,12491.029807166653,,518,73,100,100,0.5755555555555556,1630.5701357999933,,,,,,,,,6176,90866,{}
8,comparison,NSGA-II,nsga2,area_s5_t900,nsga2,100,3734.0,0.0,9734.779643402788,,3734.0,1.4966629547095764,11258.318080369452,,533,48,100,100,0.5922222222222222,1639.3620224000042,,,,,,,,,6176,90866,{}
9,comparison,NSGA-II,nsga2,area_s5_t900,nsga2,100,3677.0,0.0,8712.654859166681,,3677.0,4.127953488110059,11978.955568200006,,522,49,100,100,0.58,862.6479948999986,,,,,,,,,6176,90866,{}
10,comparison,NSGA-II,nsga2,area_s5_t900,nsga2,100,3696.0,0.0,9849.823808037283,,3696.0,0.8944271909999159,10777.354029237278,,525,81,100,100,0.5844444444444444,828.6005054999987,,,,,,,,,6176,90866,{}
Average,comparison,NSGA-II,nsga2,area_s5_t900,nsga2,100.0,3667.7,0.08,9136.662512003546,,3667.7,2.0826444642780184,11475.319267817076,,522.9,,100.0,100.0,0.5814444444444444,1440.4768555199983,,,,,,,,,6176.0,90866.0,{}
Std,comparison,NSGA-II,nsga2,area_s5_t900,nsga2,0.0,66.91345156244745,0.16,670.7724320399611,,66.91345156244745,0.9113682216382825,532.7902029744154,,8.768694315575154,,0.0,0.0,0.009584581239202063,301.52967488804404,,,,,,,,,0.0,0.0,{}
