Run,Index,f1_uncompleted_profit_ratio,f2_maneuver_cost,f3_load_imbalance
1,0,0.030346820809248554,899.2231420259537,1.9390719429665317
1,1,0.037572254335260125,877.0079101805823,1.6733200530681511
1,2,0.054913294797687806,862.2310991637266,1.8547236990991407
1,3,0.09104046242774566,804.9532386275923,2.2271057451320084
1,4,0.07369942196531787,871.2985281054353,1.32664991614216
1,5,0.06213872832369938,841.1867781774783,2.939387691339814
1,6,0.06069364161849711,849.9283131150886,2.4979991993593593
1,7,0.08670520231213874,815.920590147585,1.7204650534085253
