Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,MOPSO,mopso,world_s5_t1000,mopso,24,6954.0,0.7483314773547882,26863.297334716288,,6954.0,1.8547236990991407,27992.024562166705,,992,10,24,24,0.992,1842.2252233000036,,,,,,,,,6633,29429,{}
2,comparison,MOPSO,mopso,world_s5_t1000,mopso,46,6955.0,0.4898979485566356,26637.101859433387,,6955.0,6.529931086925803,28637.040490133357,,992,17,46,46,0.992,1509.0674522999907,,,,,,,,,6633,29429,{}
3,comparison,MOPSO,mopso,world_s5_t1000,mopso,41,6955.0,0.8,26746.013930966707,,6955.0,4.963869458396343,28316.61632371582,,992,1,41,41,0.992,1454.130836700002,,,,,,,,,6633,29429,{}
4,comparison,MOPSO,mopso,world_s5_t1000,mopso,25,6954.0,0.6324555320336759,26818.903361883014,,6954.0,4.223742416388575,27840.241712832594,,992,4,25,25,0.992,1601.5163499000046,,,,,,,,,6633,29429,{}
5,comparison,MOPSO,mopso,world_s5_t1000,mopso,37,6955.0,0.4,26815.406812400033,,6955.0,2.8705400188814645,29615.576089460752,,992,1,37,37,0.992,1392.340663199997,,,,,,,,,6633,29429,{}
6,comparison,MOPSO,mopso,world_s5_t1000,mopso,15,6955.0,0.7483314773547882,26728.298630593443,,6955.0,3.0066592756745814,28351.147752451285,,992,10,15,15,0.992,1418.2985142000107,,,,,,,,,6633,29429,{}
7,comparison,MOPSO,mopso,world_s5_t1000,mopso,43,6955.0,0.6324555320336759,26867.53778420314,,6955.0,9.024411338142782,27522.359063594038,,992,11,43,43,0.992,1656.1449900000007,,,,,,,,,6633,29429,{}
8,comparison,MOPSO,mopso,world_s5_t1000,mopso,47,6955.0,0.7483314773547882,27336.420962100034,,6955.0,4.079215610874228,28964.042601713998,,992,32,47,47,0.992,1776.346797700011,,,,,,,,,6633,29429,{}
9,comparison,MOPSO,mopso,world_s5_t1000,mopso,40,6955.0,0.7483314773547882,27050.044521566706,,6955.0,4.079215610874228,28854.714165466652,,992,9,40,40,0.992,1077.937529399991,,,,,,,,,6633,29429,{}
10,comparison,MOPSO,mopso,world_s5_t1000,mopso,31,6955.0,0.4898979485566356,27271.413107766715,,6955.0,5.425863986500215,28721.401272233375,,992,10,31,31,0.992,1054.8060871000052,,,,,,,,,6633,29429,{}
Average,comparison,MOPSO,mopso,world_s5_t1000,mopso,34.9,6954.8,0.6438032870599776,26913.44383056295,,6954.8,4.605817250175736,28481.51640337686,,992.0,,34.9,34.9,0.992,1478.2814443800016,,,,,,,,,6633.0,29429.0,{}
Std,comparison,MOPSO,mopso,world_s5_t1000,mopso,10.153324578678651,0.4,0.1323530414110989,220.80738227078015,,0.4,1.9458796103519924,579.2182904914647,,0.0,,10.153324578678651,10.153324578678651,0.0,249.04652984253912,,,,,,,,,0.0,0.0,{}
