Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,SPEA2,spea2,world_s5_t1000,spea2,14,6954.0,0.0,28365.965906382982,,6954.0,6.406246951218788,30024.809871699275,,992,9,14,14,0.992,1422.457415500001,,,,,,,,,6633,29429,{}
2,comparison,SPEA2,spea2,world_s5_t1000,spea2,22,6932.0,0.0,27494.93306419998,,6932.0,9.846826900072937,31855.720907465446,,989,18,22,22,0.989,1236.9203306999989,,,,,,,,,6633,29429,{}
3,comparison,SPEA2,spea2,world_s5_t1000,spea2,15,6943.0,0.0,28135.732914266668,,6943.0,0.0,28533.006030715587,,990,0,15,15,0.99,1234.4455027999938,,,,,,,,,6633,29429,{}
4,comparison,SPEA2,spea2,world_s5_t1000,spea2,12,6949.0,0.0,28252.401506882507,,6949.0,11.08873302050329,29996.912222082512,,991,11,12,12,0.991,1855.5675450999988,,,,,,,,,6633,29429,{}
5,comparison,SPEA2,spea2,world_s5_t1000,spea2,23,6950.0,0.4,27947.886296580647,,6950.0,4.1182520563948,29018.49698005817,,991,10,23,23,0.991,1194.7130695000087,,,,,,,,,6633,29429,{}
6,comparison,SPEA2,spea2,world_s5_t1000,spea2,27,6930.0,0.4,27127.68764916666,,6930.0,1.7435595774162693,28630.876488168306,,988,15,27,27,0.988,1186.0615519999992,,,,,,,,,6633,29429,{}
7,comparison,SPEA2,spea2,world_s5_t1000,spea2,17,6946.0,0.4,27592.743870300023,,6946.0,6.794115100585211,29600.720017933367,,991,12,17,17,0.991,1269.4269126,,,,,,,,,6633,29429,{}
8,comparison,SPEA2,spea2,world_s5_t1000,spea2,9,6949.0,0.0,27643.127368647307,,6949.0,1.16619037896906,27977.30395924731,,991,4,9,9,0.991,1541.1043986000004,,,,,,,,,6633,29429,{}
9,comparison,SPEA2,spea2,world_s5_t1000,spea2,19,6935.0,0.0,27147.676176915797,,6935.0,16.216041440499588,30665.63297256591,,989,12,19,19,0.989,957.8827250000031,,,,,,,,,6633,29429,{}
10,comparison,SPEA2,spea2,world_s5_t1000,spea2,5,6941.0,0.4,28305.464810963866,,6941.0,3.7416573867739413,30187.748009879662,,990,3,5,5,0.99,931.7326958999911,,,,,,,,,6633,29429,{}
Average,comparison,SPEA2,spea2,world_s5_t1000,spea2,16.3,6942.9,0.16,27801.361956430643,,6942.9,6.112162281243388,29649.122745981556,,990.2,,16.3,16.3,0.9902,1283.0312147699995,,,,,,,,,6633.0,29429.0,{}
Std,comparison,SPEA2,spea2,world_s5_t1000,spea2,6.372597586541928,7.803204469959761,0.19595917942265426,441.9511094290565,,7.803204469959761,4.81512951515799,1092.3431557021763,,1.1661903789690602,,6.372597586541928,6.372597586541928,0.001166190378969061,257.84618386286235,,,,,,,,,0.0,0.0,{}
