Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,MODBO,modbo,world_s5_t1000,modbo,24,6942.0,0.4898979485566356,26723.763482600058,,6942.0,1.4142135623730951,27839.727514815873,,990,2,24,24,0.99,1559.4451655000012,,,,,,,,,6633,29429,{}
2,comparison,MODBO,modbo,world_s5_t1000,modbo,20,6955.0,0.8,27144.690303433377,,6955.0,9.414881836751857,29070.88750026669,,992,3,20,20,0.992,1527.5128720999928,,,,,,,,,6633,29429,{}
3,comparison,MODBO,modbo,world_s5_t1000,modbo,30,6954.0,0.8,26588.595079285635,,6954.0,7.552483035399682,27375.210225002684,,992,6,30,30,0.992,1552.984543300001,,,,,,,,,6633,29429,{}
4,comparison,MODBO,modbo,world_s5_t1000,modbo,20,6950.0,0.7483314773547882,27513.736027449653,,6950.0,3.867815921162743,27953.95388648302,,991,10,20,20,0.991,2098.5328160999925,,,,,,,,,6633,29429,{}
5,comparison,MODBO,modbo,world_s5_t1000,modbo,14,6944.0,0.8944271909999159,27576.19536560005,,6944.0,1.469693845669907,28223.852980700038,,991,2,14,14,0.991,1570.7808017000061,,,,,,,,,6633,29429,{}
6,comparison,MODBO,modbo,world_s5_t1000,modbo,9,6944.0,0.4,26914.581594966716,,6944.0,5.513619500836088,28066.06359963338,,990,0,9,9,0.99,1582.3548876999994,,,,,,,,,6633,29429,{}
7,comparison,MODBO,modbo,world_s5_t1000,modbo,14,6940.0,0.7483314773547882,26401.015627066692,,6940.0,0.8944271909999159,27418.066970533375,,990,1,14,14,0.99,1682.685116499997,,,,,,,,,6633,29429,{}
8,comparison,MODBO,modbo,world_s5_t1000,modbo,11,6938.0,0.4,26989.30425650007,,6938.0,0.9797958971132712,27361.82928060005,,989,6,11,11,0.989,1726.0493442000006,,,,,,,,,6633,29429,{}
9,comparison,MODBO,modbo,world_s5_t1000,modbo,13,6945.0,0.4898979485566356,26886.112497468326,,6945.0,2.9257477676655586,28509.563385768313,,991,1,13,13,0.991,1172.4635509999935,,,,,,,,,6633,29429,{}
10,comparison,MODBO,modbo,world_s5_t1000,modbo,17,6949.0,0.4898979485566356,26543.573085900032,,6949.0,2.7129319932501073,28552.69929681583,,991,10,17,17,0.991,1143.7409523999959,,,,,,,,,6633,29429,{}
Average,comparison,MODBO,modbo,world_s5_t1000,modbo,17.2,6946.1,0.62607839913794,26928.156732027062,,6946.1,3.6745610551222225,28037.185464061924,,990.7,,17.2,17.2,0.9907,1561.655005049998,,,,,,,,,6633.0,29429.0,{}
Std,comparison,MODBO,modbo,world_s5_t1000,modbo,6.079473661428265,5.430469592954186,0.17895764340445025,373.93796717674616,,5.430469592954186,2.7902689927996294,540.0607427628479,,0.9,,6.079473661428265,6.079473661428265,0.0009000000000000008,256.47440901078147,,,,,,,,,0.0,0.0,{}
