Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,MODBO,modbo,area_s5_t400,modbo,39,2425.0,0.0,7472.044271466662,,2425.0,1.2,8688.742039233346,,343,2,39,39,0.86,776.7549993000002,,,,,,,,,2737,22192,{}
2,comparison,MODBO,modbo,area_s5_t400,modbo,33,2444.0,0.4,7144.338653118163,,2444.0,2.3151673805580453,8547.736454333326,,346,0,33,33,0.865,702.8100906,,,,,,,,,2737,22192,{}
3,comparison,MODBO,modbo,area_s5_t400,modbo,21,2447.0,0.0,7274.274823618181,,2447.0,1.624807680927192,8115.0257185000055,,348,1,21,21,0.87,701.3888932999998,,,,,,,,,2737,22192,{}
4,comparison,MODBO,modbo,area_s5_t400,modbo,56,2433.0,0.0,7461.5698950151445,,2433.0,0.7483314773547882,8133.294718181824,,344,39,56,56,0.86,695.0860105000002,,,,,,,,,2737,22192,{}
5,comparison,MODBO,modbo,area_s5_t400,modbo,46,2457.0,0.0,7406.215654000008,,2457.0,1.0954451150103321,8230.022708433346,,350,5,46,46,0.875,714.0003465999998,,,,,,,,,2737,22192,{}
6,comparison,MODBO,modbo,area_s5_t400,modbo,33,2409.0,0.4,7150.303595366689,,2409.0,3.7629775444453557,8526.98255236667,,341,6,33,33,0.855,712.5110262999997,,,,,,,,,2737,22192,{}
7,comparison,MODBO,modbo,area_s5_t400,modbo,36,2429.0,0.4,7753.753392633344,,2429.0,3.0594117081556713,8568.371641400003,,341,6,36,36,0.8575,723.2592886000002,,,,,,,,,2737,22192,{}
8,comparison,MODBO,modbo,area_s5_t400,modbo,41,2421.0,0.4,7440.37386316668,,2421.0,3.655133376499413,8201.393397400012,,344,5,41,41,0.86,755.6541001000005,,,,,,,,,2737,22192,{}
9,comparison,MODBO,modbo,area_s5_t400,modbo,43,2446.0,0.0,7329.070335551511,,2446.0,1.8547236990991407,7847.773236284835,,348,8,43,43,0.87,433.8059249000007,,,,,,,,,2737,22192,{}
10,comparison,MODBO,modbo,area_s5_t400,modbo,30,2469.0,0.0,7260.171784333339,,2469.0,1.5999999999999999,8097.602709700019,,351,27,30,30,0.8775,428.78726069999993,,,,,,,,,2737,22192,{}
Average,comparison,MODBO,modbo,area_s5_t400,modbo,37.8,2438.0,0.16,7369.211626826972,,2438.0,2.0915997982049936,8295.694517583339,,345.6,,37.8,37.8,0.865,664.4057940900001,,,,,,,,,2737.0,22192.0,{}
Std,comparison,MODBO,modbo,area_s5_t400,modbo,9.10823802938856,17.052858997833766,0.19595917942265426,171.58465016601778,,17.052858997833766,1.0164695195375164,256.50588633130167,,3.3823069050575527,,9.10823802938856,9.10823802938856,0.007331439149307581,119.02200314461426,,,,,,,,,0.0,0.0,{}
