Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,MODBO,modbo,area_s5_t500,modbo,36,2685.0,0.4,8112.08866765874,,2685.0,1.4966629547095764,8769.609266425397,,382,11,36,36,0.764,868.1762529999996,,,,,,,,,3419,33127,{}
2,comparison,MODBO,modbo,area_s5_t500,modbo,26,2744.0,0.4,7838.3898992587265,,2744.0,2.227105745132009,8471.307495799992,,391,19,26,26,0.782,856.3290837000004,,,,,,,,,3419,33127,{}
3,comparison,MODBO,modbo,area_s5_t500,modbo,22,2669.0,0.4,8062.2215385000045,,2669.0,2.785677655436824,9542.475473899998,,379,1,22,22,0.758,828.8115904000006,,,,,,,,,3419,33127,{}
4,comparison,MODBO,modbo,area_s5_t500,modbo,33,2683.0,0.0,8213.653250711714,,2683.0,2.8705400188814645,8804.126520945038,,382,9,33,33,0.766,1075.4219346999998,,,,,,,,,3419,33127,{}
5,comparison,MODBO,modbo,area_s5_t500,modbo,41,2676.0,0.0,8315.906449292057,,2676.0,1.7435595774162693,9116.128276125402,,382,22,41,41,0.764,885.2721400999999,,,,,,,,,3419,33127,{}
6,comparison,MODBO,modbo,area_s5_t500,modbo,39,2687.0,0.4,8160.398649192082,,2687.0,1.8547236990991407,9034.507364233314,,382,10,39,39,0.768,915.9846393000007,,,,,,,,,3419,33127,{}
7,comparison,MODBO,modbo,area_s5_t500,modbo,48,2680.0,0.0,7856.8142751587175,,2680.0,1.7435595774162693,8756.546074592072,,382,12,48,48,0.766,856.1576617999999,,,,,,,,,3419,33127,{}
8,comparison,MODBO,modbo,area_s5_t500,modbo,49,2666.0,0.0,7811.575694025375,,2666.0,2.0591260281974,8885.857581858698,,378,17,49,49,0.756,1448.2345434,,,,,,,,,3419,33127,{}
9,comparison,MODBO,modbo,area_s5_t500,modbo,42,2729.0,0.0,8092.166995433327,,2729.0,5.043808085167397,8741.153124033326,,387,1,42,42,0.774,761.6863164000006,,,,,,,,,3419,33127,{}
10,comparison,MODBO,modbo,area_s5_t500,modbo,38,2667.0,0.4,8178.084206158722,,2667.0,2.0976176963403033,9031.992893458688,,380,4,38,38,0.76,721.5322868000003,,,,,,,,,3419,33127,{}
Average,comparison,MODBO,modbo,area_s5_t500,modbo,37.4,2688.6,0.2,8064.1299625389465,,2688.6,2.392238103779665,8915.370407137192,,382.5,,37.4,37.4,0.7658,921.7606449600001,,,,,,,,,3419.0,33127.0,{}
Std,comparison,MODBO,modbo,area_s5_t500,modbo,8.2,25.18412198191551,0.2,163.95536779786454,,25.18412198191551,0.9783643773281361,273.6092330972444,,3.640054944640259,,8.2,8.2,0.00729109045342328,196.96760429588184,,,,,,,,,0.0,0.0,{}
