Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,MOACO,moaco,area_s5_t500,moaco,91,2936.0,0.0,7812.994743766666,,2936.0,4.578209256903839,8743.384085625408,,406,69,91,91,0.816,7256.574412499998,,,,,,,,,3419,33127,{}
2,comparison,MOACO,moaco,area_s5_t500,moaco,75,2955.0,0.4,7859.489609233358,,2955.0,2.3151673805580453,8966.762756199989,,409,40,75,75,0.818,7746.146662899999,,,,,,,,,3419,33127,{}
3,comparison,MOACO,moaco,area_s5_t500,moaco,77,2948.0,0.0,7836.478119566651,,2948.0,3.03315017762062,9114.019368358722,,410,22,77,77,0.82,7746.392880500003,,,,,,,,,3419,33127,{}
4,comparison,MOACO,moaco,area_s5_t500,moaco,78,2925.0,0.0,7853.932263325406,,2925.0,4.915282290977803,8679.011958233317,,406,73,78,78,0.812,7817.988371799998,,,,,,,,,3419,33127,{}
5,comparison,MOACO,moaco,area_s5_t500,moaco,78,2960.0,0.0,7672.429512333334,,2960.0,4.019950248448356,8590.247233325385,,411,30,78,78,0.822,6335.602682600002,,,,,,,,,3419,33127,{}
6,comparison,MOACO,moaco,area_s5_t500,moaco,58,2949.0,0.4,7579.508166758713,,2949.0,3.0066592756745814,8354.098825366651,,408,47,58,58,0.816,6579.426439499999,,,,,,,,,3419,33127,{}
7,comparison,MOACO,moaco,area_s5_t500,moaco,98,2919.0,0.0,7745.139189099973,,2919.0,2.8284271247461903,8608.072111292042,,405,27,98,98,0.81,6094.741516599999,,,,,,,,,3419,33127,{}
8,comparison,MOACO,moaco,area_s5_t500,moaco,94,2969.0,0.0,7690.471225592049,,2969.0,3.8781438859330635,8709.852900358723,,412,75,94,94,0.824,5948.745029599995,,,,,,,,,3419,33127,{}
9,comparison,MOACO,moaco,area_s5_t500,moaco,83,2970.0,0.0,7844.178302225387,,2970.0,2.756809750418044,8415.929882533337,,410,58,83,83,0.822,3382.0047493999955,,,,,,,,,3419,33127,{}
10,comparison,MOACO,moaco,area_s5_t500,moaco,78,2950.0,0.0,7673.378902692062,,2950.0,4.223742416388575,9053.290536658747,,408,43,78,78,0.816,3235.659441100004,,,,,,,,,3419,33127,{}
Average,comparison,MOACO,moaco,area_s5_t500,moaco,81.0,2948.1,0.08,7756.80000345936,,2948.1,3.5555541807669115,8723.466965795233,,408.5,,81.0,81.0,0.8176,6214.328218649999,,,,,,,,,3419.0,33127.0,{}
Std,comparison,MOACO,moaco,area_s5_t500,moaco,10.816653826391969,16.23853441662763,0.16,93.36304713976529,,16.23853441662763,0.8330873109290136,241.8969286951306,,2.202271554554524,,10.816653826391969,10.816653826391969,0.004270831300812494,1596.2160388410105,,,,,,,,,0.0,0.0,{}
