Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,MOACO,moaco,area_s5_t100,moaco,20,695.0,0.0,1543.6108973333305,,695.0,1.4142135623730951,1680.3976378333327,,100,1,20,20,1.0,1183.1856444,,,,,,,,,642,2832,{}
2,comparison,MOACO,moaco,area_s5_t100,moaco,23,695.0,0.0,1578.0432578333307,,695.0,0.0,1686.3784309999976,,100,1,23,23,1.0,1210.5593099000002,,,,,,,,,642,2832,{}
3,comparison,MOACO,moaco,area_s5_t100,moaco,18,695.0,0.0,1508.5816026333255,,695.0,0.0,1628.5180232999962,,100,1,18,18,1.0,1184.6803224999999,,,,,,,,,642,2832,{}
4,comparison,MOACO,moaco,area_s5_t100,moaco,13,695.0,0.0,1623.6517628333288,,695.0,0.6324555320336759,1780.367884999995,,100,2,13,13,1.0,1354.2592900999998,,,,,,,,,642,2832,{}
5,comparison,MOACO,moaco,area_s5_t100,moaco,31,695.0,0.0,1572.6961024927493,,695.0,0.6324555320336759,1708.8505046594134,,100,10,31,31,1.0,1255.1342820999998,,,,,,,,,642,2832,{}
6,comparison,MOACO,moaco,area_s5_t100,moaco,14,695.0,0.4,1716.3732239333394,,695.0,0.6324555320336759,1884.0188780000099,,100,0,14,14,1.0,1192.2576752000004,,,,,,,,,642,2832,{}
7,comparison,MOACO,moaco,area_s5_t100,moaco,27,695.0,0.0,1579.470705433329,,695.0,0.0,1718.3443133666588,,100,1,27,27,1.0,1221.5024211999998,,,,,,,,,642,2832,{}
8,comparison,MOACO,moaco,area_s5_t100,moaco,10,695.0,0.0,1587.8349423666664,,695.0,0.0,1720.8943470333347,,100,8,10,10,1.0,1300.9375925000004,,,,,,,,,642,2832,{}
9,comparison,MOACO,moaco,area_s5_t100,moaco,17,695.0,0.0,1576.2493319347707,,695.0,0.0,1755.1043994347733,,100,0,17,17,1.0,723.9952518,,,,,,,,,642,2832,{}
10,comparison,MOACO,moaco,area_s5_t100,moaco,19,695.0,0.0,1586.6097560927626,,695.0,1.8973665961010275,1699.1748540594256,,100,1,19,19,1.0,687.9317321999997,,,,,,,,,642,2832,{}
Average,comparison,MOACO,moaco,area_s5_t100,moaco,19.2,695.0,0.04,1587.3121582886934,,695.0,0.520894675457515,1726.2049273686937,,100.0,,19.2,19.2,1.0,1131.44435219,,,,,,,,,642.0,2832.0,{}
Std,comparison,MOACO,moaco,area_s5_t100,moaco,6.095900261651268,0.0,0.12000000000000001,51.54591051792798,,0.0,0.6392720368356574,65.59194284338962,,0.0,,6.095900261651268,6.095900261651268,0.0,219.08240225174805,,,,,,,,,0.0,0.0,{}
