Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,SPEA2,spea2,area_s5_t100,spea2,9,695.0,0.4,2109.869745699987,,695.0,1.0954451150103321,2732.281386199987,,100,7,9,9,1.0,265.292148,,,,,,,,,642,2832,{}
2,comparison,SPEA2,spea2,area_s5_t100,spea2,10,690.0,0.4,1957.7281566999939,,690.0,0.4,2277.9018998594206,,99,8,10,10,0.99,219.9351051,,,,,,,,,642,2832,{}
3,comparison,SPEA2,spea2,area_s5_t100,spea2,8,695.0,0.0,2212.6632106608745,,695.0,0.0,2308.734389059425,,100,0,8,8,1.0,211.71663750000002,,,,,,,,,642,2832,{}
4,comparison,SPEA2,spea2,area_s5_t100,spea2,11,695.0,0.4,2192.7226320666714,,695.0,1.6733200530681511,2897.040554659419,,100,8,11,11,1.0,251.24971190000002,,,,,,,,,642,2832,{}
5,comparison,SPEA2,spea2,area_s5_t100,spea2,8,695.0,0.0,2074.486633099991,,695.0,0.0,2220.261636866663,,100,4,8,8,1.0,245.6042094,,,,,,,,,642,2832,{}
6,comparison,SPEA2,spea2,area_s5_t100,spea2,15,695.0,0.4,2071.7242335608635,,695.0,1.6733200530681511,2768.6208463608764,,100,11,15,15,1.0,404.99586710000005,,,,,,,,,642,2832,{}
7,comparison,SPEA2,spea2,area_s5_t100,spea2,9,695.0,0.0,2211.0759839,,695.0,0.6324555320336759,2384.2140670000003,,100,0,9,9,1.0,260.49196689999997,,,,,,,,,642,2832,{}
8,comparison,SPEA2,spea2,area_s5_t100,spea2,20,690.0,0.4898979485566356,2326.419025133338,,690.0,0.7483314773547883,2616.577115233343,,99,8,20,20,0.99,429.0639798,,,,,,,,,642,2832,{}
9,comparison,SPEA2,spea2,area_s5_t100,spea2,11,695.0,0.0,2284.746791759424,,695.0,0.6324555320336759,2423.5740323333416,,100,1,11,11,1.0,247.5142345999999,,,,,,,,,642,2832,{}
10,comparison,SPEA2,spea2,area_s5_t100,spea2,29,695.0,0.4,2309.6000640666775,,695.0,1.6733200530681511,2604.3324233999947,,100,25,29,29,1.0,247.13077729999998,,,,,,,,,642,2832,{}
Average,comparison,SPEA2,spea2,area_s5_t100,spea2,13.0,694.0,0.24898979485566358,2175.1036476647823,,694.0,0.8528647815636926,2523.353835097247,,99.8,,13.0,13.0,0.998,278.29946376,,,,,,,,,642.0,2832.0,{}
Std,comparison,SPEA2,spea2,area_s5_t100,spea2,6.387487769068525,2.0,0.20494897427831782,113.28771328194823,,2.0,0.6201787358240486,220.49612885208217,,0.4,,6.387487769068525,6.387487769068525,0.0040000000000000036,71.29359881627333,,,,,,,,,0.0,0.0,{}
