Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,CG-MOACO,cg_moaco,area_s5_t200,cg_moaco,18,1412.0,0.0,3492.8871064999985,,1412.0,0.0,3708.2459284333318,,200,1,18,18,1.0,4766.508453800001,,,,,,,,,1355,7914,{}
2,comparison,CG-MOACO,cg_moaco,area_s5_t200,cg_moaco,9,1412.0,0.0,3571.080782099986,,1412.0,2.0,3618.1127439333186,,200,0,9,9,1.0,6745.3919849,,,,,,,,,1355,7914,{}
3,comparison,CG-MOACO,cg_moaco,area_s5_t200,cg_moaco,13,1412.0,0.0,3587.2771036333174,,1412.0,0.6324555320336759,3604.7304571333175,,200,3,13,13,1.0,6502.2574633,,,,,,,,,1355,7914,{}
4,comparison,CG-MOACO,cg_moaco,area_s5_t200,cg_moaco,16,1412.0,0.0,3611.4515361719127,,1412.0,0.0,3848.217367171914,,200,0,16,16,1.0,4928.5436445,,,,,,,,,1355,7914,{}
5,comparison,CG-MOACO,cg_moaco,area_s5_t200,cg_moaco,10,1412.0,0.0,3424.5868414999863,,1412.0,0.8944271909999159,3476.285133166654,,200,0,10,10,1.0,5278.865135900001,,,,,,,,,1355,7914,{}
6,comparison,CG-MOACO,cg_moaco,area_s5_t200,cg_moaco,12,1412.0,0.0,3445.7632564,,1412.0,0.0,3652.1636277000002,,200,0,12,12,1.0,5127.604969100001,,,,,,,,,1355,7914,{}
7,comparison,CG-MOACO,cg_moaco,area_s5_t200,cg_moaco,18,1412.0,0.0,3505.168385533338,,1412.0,0.8944271909999159,3586.978181133339,,200,0,18,18,1.0,7831.6623621,,,,,,,,,1355,7914,{}
8,comparison,CG-MOACO,cg_moaco,area_s5_t200,cg_moaco,9,1412.0,0.0,3514.315725300007,,1412.0,0.8944271909999159,3628.766397200001,,200,0,9,9,1.0,7613.130613399999,,,,,,,,,1355,7914,{}
9,comparison,CG-MOACO,cg_moaco,area_s5_t200,cg_moaco,11,1412.0,0.0,3587.618861100004,,1412.0,0.6324555320336759,3727.2389370666697,,200,1,11,11,1.0,4055.8402461000005,,,,,,,,,1355,7914,{}
10,comparison,CG-MOACO,cg_moaco,area_s5_t200,cg_moaco,10,1412.0,0.0,3460.5671018666703,,1412.0,0.0,3764.507961800006,,200,7,10,10,1.0,4049.910917099998,,,,,,,,,1355,7914,{}
Average,comparison,CG-MOACO,cg_moaco,area_s5_t200,cg_moaco,12.6,1412.0,0.0,3520.071670010522,,1412.0,0.5948192637067099,3661.5246734738553,,200.0,,12.6,12.6,1.0,5689.97157902,,,,,,,,,1355.0,7914.0,{}
Std,comparison,CG-MOACO,cg_moaco,area_s5_t200,cg_moaco,3.352610922848042,0.0,0.0,62.614318257326175,,0.0,0.6051363842336762,99.04682677972026,,0.0,,3.352610922848042,3.352610922848042,0.0,1316.7044548963984,,,,,,,,,0.0,0.0,{}
