Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,CG-MOACO,cg_moaco,area_s5_t800,cg_moaco,51,3973.0,0.0,9624.493823545954,,3973.0,1.8547236990991407,10153.332888845958,,527,38,51,51,0.66,4029.8850826999987,,,,,,,,,5329,70830,{}
2,comparison,CG-MOACO,cg_moaco,area_s5_t800,cg_moaco,54,3956.0,0.0,9817.071207566669,,3956.0,3.1874754901018454,10570.537943866686,,526,30,54,54,0.6575,15116.697854599974,,,,,,,,,5329,70830,{}
3,comparison,CG-MOACO,cg_moaco,area_s5_t800,cg_moaco,80,3939.0,0.0,9566.78178973332,,3939.0,1.019803902718557,10544.050812512633,,522,58,80,80,0.6525,14490.0295452,,,,,,,,,5329,70830,{}
4,comparison,CG-MOACO,cg_moaco,area_s5_t800,cg_moaco,49,3955.0,0.0,9609.11199317931,,3955.0,3.4292856398964497,10513.55129654598,,526,0,49,49,0.6575,15034.222699099977,,,,,,,,,5329,70830,{}
5,comparison,CG-MOACO,cg_moaco,area_s5_t800,cg_moaco,67,3997.0,0.0,9724.683290945977,,3997.0,2.0591260281974,10346.046525912649,,532,3,67,67,0.665,4009.6350736999884,,,,,,,,,5329,70830,{}
6,comparison,CG-MOACO,cg_moaco,area_s5_t800,cg_moaco,74,3946.0,0.0,9665.865142647475,,3946.0,2.3151673805580453,10334.621552980816,,521,48,74,74,0.655,3990.4728335999826,,,,,,,,,5329,70830,{}
7,comparison,CG-MOACO,cg_moaco,area_s5_t800,cg_moaco,34,3941.0,0.0,9645.246903000012,,3941.0,2.3151673805580453,10555.83412857931,,526,15,34,34,0.6575,4199.967891099979,,,,,,,,,5329,70830,{}
8,comparison,CG-MOACO,cg_moaco,area_s5_t800,cg_moaco,59,3981.0,0.0,9687.237441312653,,3981.0,2.4166091947189146,10553.984304812637,,528,55,59,59,0.66125,4347.750871800003,,,,,,,,,5329,70830,{}
9,comparison,CG-MOACO,cg_moaco,area_s5_t800,cg_moaco,58,3960.0,0.0,9509.481868963816,,3960.0,1.7204650534085253,10313.915405247468,,526,31,58,58,0.6575,4502.293807200011,,,,,,,,,5329,70830,{}
10,comparison,CG-MOACO,cg_moaco,area_s5_t800,cg_moaco,70,3966.0,0.0,9758.258540666657,,3966.0,1.8547236990991407,10514.70035056668,,527,21,70,70,0.65875,4212.462512600003,,,,,,,,,5329,70830,{}
Average,comparison,CG-MOACO,cg_moaco,area_s5_t800,cg_moaco,59.6,3961.4,0.0,9660.823200156185,,3961.4,2.2172547468356063,10440.057520987082,,526.1,,59.6,59.6,0.65825,7393.3418171599915,,,,,,,,,5329.0,70830.0,{}
Std,comparison,CG-MOACO,cg_moaco,area_s5_t800,cg_moaco,12.893409169028958,17.419529270333342,0.0,86.42500152280405,,17.419529270333342,0.6661691884461269,135.37866375952342,,2.879236009777594,,12.893409169028958,12.893409169028958,0.0032210246816812955,4905.991323638234,,,,,,,,,0.0,0.0,{}
