Run,ExperimentGroup,Algorithm,Tag,Case,Param_Set,Archive_size,Profit_max,Load_min,Attitude_min,Quality_max,Representative_Profit,Representative_Load,Representative_Attitude,Representative_Quality,Task_count_mean,Representative_Index,Final_feasible_count,Final_candidate_count,Best_completion_rate,Runtime_seconds,RL_T_ref,RL_avg_episode_length,RL_last_train_loss,RL_last_epsilon,RL_last_kappa,RL_last_q_baseline,RL_last_advantage_span,RL_replay_size,Candidate_nodes,Conflict_edges,Param_overrides
1,comparison,SPEA2,spea2,area_s5_t800,spea2,35,3334.0,0.0,10444.918502614139,,3334.0,2.576819745345025,10495.43108741414,,472,7,35,35,0.59,1593.6001376999993,,,,,,,,,5329,70830,{}
2,comparison,SPEA2,spea2,area_s5_t800,spea2,42,3244.0,0.0,10409.66313025149,,3244.0,2.0591260281974,11552.136752122298,,462,29,42,42,0.5775,1693.2056034000016,,,,,,,,,5329,70830,{}
3,comparison,SPEA2,spea2,area_s5_t800,spea2,16,3316.0,0.0,10561.508274114125,,3316.0,0.7483314773547882,10711.482660514124,,469,11,16,16,0.58625,2607.222887,,,,,,,,,5329,70830,{}
4,comparison,SPEA2,spea2,area_s5_t800,spea2,32,3266.0,0.4898979485566356,10575.044091045962,,3266.0,3.521363372331802,12103.182782051494,,460,24,32,32,0.575,2699.344628300001,,,,,,,,,5329,70830,{}
5,comparison,SPEA2,spea2,area_s5_t800,spea2,9,3286.0,0.0,10236.57382523334,,3286.0,0.4,10353.80890333334,,461,6,9,9,0.57625,1377.4824708999986,,,,,,,,,5329,70830,{}
6,comparison,SPEA2,spea2,area_s5_t800,spea2,43,3294.0,0.0,10568.416695479309,,3294.0,0.4,11491.312181145951,,469,24,43,43,0.58625,1615.4302634999985,,,,,,,,,5329,70830,{}
7,comparison,SPEA2,spea2,area_s5_t800,spea2,44,3286.0,0.0,10618.010876780789,,3286.0,3.4871191548325386,11492.353268784804,,469,18,44,44,0.58625,2356.1406852,,,,,,,,,5329,70830,{}
8,comparison,SPEA2,spea2,area_s5_t800,spea2,82,3248.0,0.0,10433.141348045932,,3248.0,1.9390719429665317,10772.76886901261,,461,38,82,82,0.57875,2347.8188601999973,,,,,,,,,5329,70830,{}
9,comparison,SPEA2,spea2,area_s5_t800,spea2,99,3216.0,0.4,10171.44030307931,,3216.0,3.1622776601683795,11748.44212791261,,460,9,99,99,0.575,1907.2578464000035,,,,,,,,,5329,70830,{}
10,comparison,SPEA2,spea2,area_s5_t800,spea2,31,3298.0,0.0,10312.517362284834,,3298.0,1.019803902718557,10607.407082618163,,462,2,31,31,0.5775,1440.1731304999994,,,,,,,,,5329,70830,{}
Average,comparison,SPEA2,spea2,area_s5_t800,spea2,43.3,3278.8,0.08898979485566356,10433.123440892923,,3278.8,1.931391328391502,11132.832571490953,,464.5,,43.3,43.3,0.580875,1963.76765131,,,,,,,,,5329.0,70830.0,{}
Std,comparison,SPEA2,spea2,area_s5_t800,spea2,26.214690537940744,33.76625534464845,0.17911118449596306,145.41558280770968,,33.76625534464845,1.1754690708879194,578.8389676275611,,4.410215414239989,,26.214690537940744,26.214690537940744,0.005363359488231248,470.021456624897,,,,,,,,,0.0,0.0,{}
